method,scenario,seed,num_variables,outcome,executed_verified,optimized_verified,repaired_verified,fallback_used,fallback_verified,raw_verified,wipeout,operational_stall,invalid_decode,continuous_iterations,total_time_ns,propagation_time_ns,continuous_time_ns,repair_time_ns,repair_attempted,repair_initial_core,repair_final_core,repair_expansions,repair_used_explanation,repair_used_assumption_core,repair_used_frontier,repair_boundary_released,repair_full_scope,repair_status,cert_overhead_ns,cert_size_bytes,values_before,values_after,tuples_before,tuples_after,cf_throughput,cf_energy,cf_hof,cf_fairness,ex_throughput,ex_energy,ex_hof,ex_fairness
Continuous only,S3,53,20,blocked,False,False,False,True,False,False,False,True,False,49,125576800,0,125512300,0,False,0,0,0,False,False,False,0,False,none,0,0,80,80,158,158,8.732353402197417,6.046479977174694e-05,0.042000000020000004,0.40511799395495135,,,,
GAC + decode,S3,53,20,blocked,False,False,False,True,False,False,False,True,False,86,120885000,129100,120690000,0,False,0,0,0,False,False,False,0,False,none,0,0,80,66,158,98,7.577112598724193,6.968353619146465e-05,0.04600000002,0.3343131944049931,,,,
CP-SAT,S3,53,20,full_repair,True,False,True,False,False,False,False,False,False,0,3456400,0,0,3353800,True,20,20,0,False,False,False,0,True,optimal,32900,294,80,80,158,158,9.029833237319249,5.758688852091982e-05,0.042000000020000004,0.4000573908128693,9.029833237319249,5.758688852091982e-05,0.042000000020000004,0.4000573908128693
GAC + CP-SAT,S3,53,20,full_repair,True,False,True,False,False,False,False,False,False,0,3179900,128100,0,2975200,True,20,20,0,False,False,False,0,True,optimal,19200,300,80,66,158,98,9.029833237319249,5.758688852091982e-05,0.042000000020000004,0.4000573908128693,9.029833237319249,5.758688852091982e-05,0.042000000020000004,0.4000573908128693
GAC + expl repair,S3,53,20,local_repair,True,False,True,False,False,False,False,False,False,0,2685200,120700,0,2491600,True,11,11,0,False,False,False,0,False,optimal,18300,306,80,66,158,98,8.613831552906438,6.036802517046482e-05,0.042000000020000004,0.3738556743843211,8.613831552906438,6.036802517046482e-05,0.042000000020000004,0.3738556743843211
ConsistXApp expl,S3,53,20,local_repair,True,False,True,False,False,False,False,True,False,86,121534900,120600,120072300,1199600,True,2,2,0,False,False,False,0,False,optimal,22900,305,80,66,158,98,7.8183662067627395,6.753329097622595e-05,0.04600000002,0.35144956309324976,7.8183662067627395,6.753329097622595e-05,0.04600000002,0.35144956309324976
ConsistXApp radius,S3,53,20,local_repair,True,False,True,False,False,False,False,True,False,86,118699000,125500,117520500,923100,True,2,2,0,False,False,False,0,False,optimal,23900,307,80,66,158,98,7.8183662067627395,6.753329097622595e-05,0.04600000002,0.35144956309324976,7.8183662067627395,6.753329097622595e-05,0.04600000002,0.35144956309324976
ConsistXApp assume,S3,53,20,local_repair,True,False,True,False,False,False,False,True,False,86,118484700,124100,117346900,893800,True,2,2,0,False,False,False,0,False,optimal,22500,306,80,66,158,98,7.8183662067627395,6.753329097622595e-05,0.04600000002,0.35144956309324976,7.8183662067627395,6.753329097622595e-05,0.04600000002,0.35144956309324976
FC + expl repair,S3,53,20,direct,True,True,False,False,False,True,False,False,False,0,832500,0,0,0,False,0,0,0,False,False,False,0,False,none,14700,303,80,0,158,0,7.306312247352757,7.226627909193265e-05,0.04600000002,0.32926980444412335,7.306312247352757,7.226627909193265e-05,0.04600000002,0.32926980444412335
Uncoordinated,S3,54,20,blocked,False,False,False,True,False,False,False,False,False,0,45900,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,145,0,12.308582342447504,4.354685089537443e-05,0.03800000002000001,0.5594054870675124,,,,
Static priority,S3,54,20,blocked,False,False,False,True,False,False,False,False,False,0,23800,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,145,0,5.20480687675953,9.222244193983313e-05,0.050000000020000004,0.35224033551948725,,,,
Continuous only,S3,54,20,blocked,False,False,False,True,False,False,False,True,False,100,236757700,0,236687700,0,False,0,0,0,False,False,False,0,False,none,0,0,80,80,145,145,9.680697542482108,5.536791100515789e-05,0.04600000002,0.46550324015437516,,,,
GAC + decode,S3,54,20,blocked,False,False,False,True,False,False,False,True,False,100,142722000,121300,142531600,0,False,0,0,0,False,False,False,0,False,none,0,0,80,65,145,101,9.361323545230583,5.7256860892611907e-05,0.050000000020000004,0.443910920844437,,,,
CP-SAT,S3,54,20,full_repair,True,False,True,False,False,False,False,False,False,0,3901200,0,0,3818200,True,20,20,0,False,False,False,0,True,optimal,21800,295,80,80,145,145,10.420081893644804,5.143913507310396e-05,0.042000000020000004,0.5211578812675627,10.420081893644804,5.143913507310396e-05,0.042000000020000004,0.5211578812675627
GAC + CP-SAT,S3,54,20,full_repair,True,False,True,False,False,False,False,False,False,0,3383900,116100,0,3177400,True,20,20,0,False,False,False,0,True,optimal,23300,301,80,65,145,101,10.420081893644804,5.143913507310396e-05,0.042000000020000004,0.5211578812675627,10.420081893644804,5.143913507310396e-05,0.042000000020000004,0.5211578812675627
GAC + expl repair,S3,54,20,local_repair,True,False,True,False,False,False,False,False,False,0,2572200,114700,0,2387700,True,13,13,0,False,False,False,0,False,optimal,16600,305,80,65,145,101,11.684357877144116,4.58732953608409e-05,0.042000000020000004,0.509315787435434,11.684357877144116,4.58732953608409e-05,0.042000000020000004,0.509315787435434
ConsistXApp expl,S3,54,20,local_repair,True,False,True,False,False,False,False,True,False,100,144190400,112200,143061800,903300,True,2,2,0,False,False,False,0,False,optimal,21100,305,80,65,145,101,9.361323545230583,5.7256860892611907e-05,0.050000000020000004,0.443910920844437,9.361323545230583,5.7256860892611907e-05,0.050000000020000004,0.443910920844437
ConsistXApp radius,S3,54,20,local_repair,True,False,True,False,False,False,False,True,False,100,145199400,114100,144051700,915500,True,2,2,0,False,False,False,0,False,optimal,21600,307,80,65,145,101,9.361323545230583,5.7256860892611907e-05,0.050000000020000004,0.443910920844437,9.361323545230583,5.7256860892611907e-05,0.050000000020000004,0.443910920844437
ConsistXApp assume,S3,54,20,local_repair,True,False,True,False,False,False,False,True,False,100,145723800,119300,144580700,902100,True,2,2,0,False,False,False,0,False,optimal,21800,307,80,65,145,101,9.361323545230583,5.7256860892611907e-05,0.050000000020000004,0.443910920844437,9.361323545230583,5.7256860892611907e-05,0.050000000020000004,0.443910920844437
FC + expl repair,S3,54,20,direct,True,True,False,False,False,True,False,False,False,0,444800,0,0,0,False,0,0,0,False,False,False,0,False,none,18200,305,80,0,145,0,9.229676405078125,5.4606464829330475e-05,0.03800000002000001,0.4968425864645344,9.229676405078125,5.4606464829330475e-05,0.03800000002000001,0.4968425864645344
Uncoordinated,S3,55,20,blocked,False,False,False,True,False,False,False,False,False,0,36600,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,153,0,9.069386572894084,5.6453652723352645e-05,0.042000000020000004,0.4480687873756113,,,,
Static priority,S3,55,20,blocked,False,False,False,True,False,False,False,False,False,0,25400,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,153,0,4.411642219300736,0.00010880302076628552,0.050000000020000004,0.3388377245927253,,,,
Continuous only,S3,55,20,direct,True,True,False,False,False,True,False,False,False,100,248920500,0,248813300,0,False,0,0,0,False,False,False,0,False,none,23600,304,80,80,153,153,6.414024312082143,8.85559474618851e-05,0.042000000020000004,0.375536861637262,6.414024312082143,8.85559474618851e-05,0.042000000020000004,0.375536861637262
GAC + decode,S3,55,20,direct,True,True,False,False,False,True,False,False,False,100,181619500,110300,181396100,0,False,0,0,0,False,False,False,0,False,none,24400,301,80,69,153,124,6.414024312082143,8.85559474618851e-05,0.042000000020000004,0.375536861637262,6.414024312082143,8.85559474618851e-05,0.042000000020000004,0.375536861637262
CP-SAT,S3,55,20,full_repair,True,False,True,False,False,False,False,False,False,0,3590500,0,0,3518300,True,20,20,0,False,False,False,0,True,optimal,18000,295,80,80,153,153,8.356150029109806,6.127223640269467e-05,0.042000000020000004,0.4186385919323848,8.356150029109806,6.127223640269467e-05,0.042000000020000004,0.4186385919323848
GAC + CP-SAT,S3,55,20,full_repair,True,False,True,False,False,False,False,False,False,0,3920300,132100,0,3695500,True,20,20,0,False,False,False,0,True,optimal,19400,300,80,69,153,124,8.356150029109806,6.127223640269467e-05,0.042000000020000004,0.4186385919323848,8.356150029109806,6.127223640269467e-05,0.042000000020000004,0.4186385919323848
GAC + expl repair,S3,55,20,local_repair,True,False,True,False,False,False,False,False,False,0,3003800,109800,0,2820700,True,15,15,0,False,False,False,0,False,optimal,17600,306,80,69,153,124,8.237096227848332,6.215782671920333e-05,0.04600000002,0.40979883975497056,8.237096227848332,6.215782671920333e-05,0.04600000002,0.40979883975497056
ConsistXApp expl,S3,55,20,direct,True,True,False,False,False,True,False,False,False,100,181383800,104700,181165400,0,False,0,0,0,False,False,False,0,False,none,24000,305,80,69,153,124,6.414024312082143,8.85559474618851e-05,0.042000000020000004,0.375536861637262,6.414024312082143,8.85559474618851e-05,0.042000000020000004,0.375536861637262
ConsistXApp radius,S3,55,20,direct,True,True,False,False,False,True,False,False,False,100,185767700,109100,185541700,0,False,0,0,0,False,False,False,0,False,none,23900,307,80,69,153,124,6.414024312082143,8.85559474618851e-05,0.042000000020000004,0.375536861637262,6.414024312082143,8.85559474618851e-05,0.042000000020000004,0.375536861637262
ConsistXApp assume,S3,55,20,direct,True,True,False,False,False,True,False,False,False,100,180517100,110500,180285900,0,False,0,0,0,False,False,False,0,False,none,25300,307,80,69,153,124,6.414024312082143,8.85559474618851e-05,0.042000000020000004,0.375536861637262,6.414024312082143,8.85559474618851e-05,0.042000000020000004,0.375536861637262
FC + expl repair,S3,55,20,direct,True,True,False,False,False,True,False,False,False,0,181300,0,0,0,False,0,0,0,False,False,False,0,False,none,14700,305,80,0,153,0,9.305213674151009,5.330345087913891e-05,0.042000000020000004,0.43783058310952455,9.305213674151009,5.330345087913891e-05,0.042000000020000004,0.43783058310952455
Uncoordinated,S3,56,20,blocked,False,False,False,True,False,False,False,False,False,0,37900,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,140,0,10.735573959868898,5.290820985661919e-05,0.050000000020000004,0.463719020725707,,,,
Static priority,S3,56,20,blocked,False,False,False,True,False,False,False,False,False,0,25000,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,140,0,6.530391532632743,7.350248413152754e-05,0.050000000020000004,0.3080122534452136,,,,
Continuous only,S3,56,20,direct,True,True,False,False,False,True,False,False,False,48,107697100,0,107587000,0,False,0,0,0,False,False,False,0,False,none,24800,303,80,80,140,140,12.70468127579471,4.2189173294823314e-05,0.03800000002000001,0.5405480342900714,12.70468127579471,4.2189173294823314e-05,0.03800000002000001,0.5405480342900714
GAC + decode,S3,56,20,direct,True,True,False,False,False,True,False,False,False,42,54751200,126700,54505900,0,False,0,0,0,False,False,False,0,False,none,25100,300,80,64,140,98,12.625833828702248,4.118539868771965e-05,0.042000000020000004,0.5379712850456427,12.625833828702248,4.118539868771965e-05,0.042000000020000004,0.5379712850456427
CP-SAT,S3,56,20,full_repair,True,False,True,False,False,False,False,False,False,0,2930600,0,0,2846400,True,20,20,0,False,False,False,0,True,optimal,19400,295,80,80,140,140,10.042777150192123,4.938872909178427e-05,0.03800000002000001,0.4489181943579571,10.042777150192123,4.938872909178427e-05,0.03800000002000001,0.4489181943579571
GAC + CP-SAT,S3,56,20,full_repair,True,False,True,False,False,False,False,False,False,0,2802700,116900,0,2611300,True,20,20,0,False,False,False,0,True,optimal,17600,301,80,64,140,98,10.042777150192123,4.938872909178427e-05,0.03800000002000001,0.4489181943579571,10.042777150192123,4.938872909178427e-05,0.03800000002000001,0.4489181943579571
GAC + expl repair,S3,56,20,local_repair,True,False,True,False,False,False,False,False,False,0,2871200,109100,0,2690700,True,14,14,0,False,False,False,0,False,optimal,16900,306,80,64,140,98,10.042777150192123,4.938872909178427e-05,0.03800000002000001,0.4489181943579571,10.042777150192123,4.938872909178427e-05,0.03800000002000001,0.4489181943579571
ConsistXApp expl,S3,56,20,direct,True,True,False,False,False,True,False,False,False,42,54795800,116100,54562800,0,False,0,0,0,False,False,False,0,False,none,23800,305,80,64,140,98,12.625833828702248,4.118539868771965e-05,0.042000000020000004,0.5379712850456427,12.625833828702248,4.118539868771965e-05,0.042000000020000004,0.5379712850456427
ConsistXApp radius,S3,56,20,direct,True,True,False,False,False,True,False,False,False,42,55461600,117200,55227200,0,False,0,0,0,False,False,False,0,False,none,24200,307,80,64,140,98,12.625833828702248,4.118539868771965e-05,0.042000000020000004,0.5379712850456427,12.625833828702248,4.118539868771965e-05,0.042000000020000004,0.5379712850456427
ConsistXApp assume,S3,56,20,direct,True,True,False,False,False,True,False,False,False,42,57703300,114200,57474300,0,False,0,0,0,False,False,False,0,False,none,23500,307,80,64,140,98,12.625833828702248,4.118539868771965e-05,0.042000000020000004,0.5379712850456427,12.625833828702248,4.118539868771965e-05,0.042000000020000004,0.5379712850456427
FC + expl repair,S3,56,20,direct,True,True,False,False,False,True,False,False,False,0,208700,0,0,0,False,0,0,0,False,False,False,0,False,none,14700,305,80,0,140,0,10.768570896998217,4.605996512854477e-05,0.04600000002,0.43969540414019914,10.768570896998217,4.605996512854477e-05,0.04600000002,0.43969540414019914
Uncoordinated,S3,57,20,blocked,False,False,False,True,False,False,False,False,False,0,40000,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,142,0,12.075846271312804,4.504860262193948e-05,0.034000000020000004,0.5420757275340279,,,,
Static priority,S3,57,20,blocked,False,False,False,True,False,False,False,False,False,0,24800,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,142,0,7.463787206674105,6.431051511902494e-05,0.050000000020000004,0.41195939389940917,,,,
Continuous only,S3,57,20,direct,True,True,False,False,False,True,False,False,False,62,142811100,0,142703800,0,False,0,0,0,False,False,False,0,False,none,23300,302,80,80,142,142,11.75087665340022,4.765601890970059e-05,0.04600000002,0.41751564540402386,11.75087665340022,4.765601890970059e-05,0.04600000002,0.41751564540402386
GAC + decode,S3,57,20,direct,True,True,False,False,False,True,False,False,False,96,128533500,114100,128293900,0,False,0,0,0,False,False,False,0,False,none,26300,300,80,65,142,99,11.75087665340022,4.765601890970059e-05,0.04600000002,0.41751564540402386,11.75087665340022,4.765601890970059e-05,0.04600000002,0.41751564540402386
CP-SAT,S3,57,20,full_repair,True,False,True,False,False,False,False,False,False,0,2743200,0,0,2662500,True,20,20,0,False,False,False,0,True,optimal,20400,294,80,80,142,142,12.058637371276715,4.5776316428160126e-05,0.04600000002,0.439962065907419,12.058637371276715,4.5776316428160126e-05,0.04600000002,0.439962065907419
GAC + CP-SAT,S3,57,20,full_repair,True,False,True,False,False,False,False,False,False,0,2627500,122900,0,2431500,True,20,20,0,False,False,False,0,True,optimal,17000,301,80,65,142,99,12.058637371276715,4.5776316428160126e-05,0.04600000002,0.439962065907419,12.058637371276715,4.5776316428160126e-05,0.04600000002,0.439962065907419
GAC + expl repair,S3,57,20,local_repair,True,False,True,False,False,False,False,False,False,0,2663600,112600,0,2474700,True,15,15,0,False,False,False,0,False,optimal,18500,305,80,65,142,99,12.101502920730022,4.363094430986167e-05,0.04600000002,0.4311393951457792,12.101502920730022,4.363094430986167e-05,0.04600000002,0.4311393951457792
ConsistXApp expl,S3,57,20,direct,True,True,False,False,False,True,False,False,False,96,123999200,113800,123767000,0,False,0,0,0,False,False,False,0,False,none,22200,305,80,65,142,99,11.75087665340022,4.765601890970059e-05,0.04600000002,0.41751564540402386,11.75087665340022,4.765601890970059e-05,0.04600000002,0.41751564540402386
ConsistXApp radius,S3,57,20,direct,True,True,False,False,False,True,False,False,False,96,127426700,116300,127192900,0,False,0,0,0,False,False,False,0,False,none,24600,307,80,65,142,99,11.75087665340022,4.765601890970059e-05,0.04600000002,0.41751564540402386,11.75087665340022,4.765601890970059e-05,0.04600000002,0.41751564540402386
ConsistXApp assume,S3,57,20,direct,True,True,False,False,False,True,False,False,False,96,124799000,115600,124570700,0,False,0,0,0,False,False,False,0,False,none,23000,307,80,65,142,99,11.75087665340022,4.765601890970059e-05,0.04600000002,0.41751564540402386,11.75087665340022,4.765601890970059e-05,0.04600000002,0.41751564540402386
FC + expl repair,S3,57,20,direct,True,True,False,False,False,True,False,False,False,0,171200,0,0,0,False,0,0,0,False,False,False,0,False,none,14900,305,80,0,142,0,12.929124061647117,3.774424297215931e-05,0.042000000020000004,0.4627968384214705,12.929124061647117,3.774424297215931e-05,0.042000000020000004,0.4627968384214705
Uncoordinated,S3,58,20,blocked,False,False,False,True,False,False,False,False,False,0,37900,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,143,0,11.05842425943909,4.5576113574210446e-05,0.042000000020000004,0.42486181552337404,,,,
Static priority,S3,58,20,blocked,False,False,False,True,False,False,False,False,False,0,25600,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,143,0,8.178990796118343,5.8686947077603096e-05,0.050000000020000004,0.33072615233979996,,,,
Continuous only,S3,58,20,direct,True,True,False,False,False,True,False,False,False,57,133399800,0,133292500,0,False,0,0,0,False,False,False,0,False,none,23300,303,80,80,143,143,12.456370482869579,4.1745707605206635e-05,0.042000000020000004,0.4945785663814361,12.456370482869579,4.1745707605206635e-05,0.042000000020000004,0.4945785663814361
GAC + decode,S3,58,20,direct,True,True,False,False,False,True,False,False,False,100,135911700,141500,135656100,0,False,0,0,0,False,False,False,0,False,none,23900,301,80,65,143,98,13.765561113310236,3.7194270236099235e-05,0.042000000020000004,0.5328419841080919,13.765561113310236,3.7194270236099235e-05,0.042000000020000004,0.5328419841080919
CP-SAT,S3,58,20,full_repair,True,False,True,False,False,False,False,False,False,0,4072400,0,0,3983900,True,20,20,0,False,False,False,0,True,optimal,23500,295,80,80,143,143,12.625428305364379,3.9919437805199613e-05,0.03800000002000001,0.46774549152159456,12.625428305364379,3.9919437805199613e-05,0.03800000002000001,0.46774549152159456
GAC + CP-SAT,S3,58,20,full_repair,True,False,True,False,False,False,False,False,False,0,2698400,146200,0,2475100,True,20,20,0,False,False,False,0,True,optimal,18100,301,80,65,143,98,12.625428305364379,3.9919437805199613e-05,0.03800000002000001,0.46774549152159456,12.625428305364379,3.9919437805199613e-05,0.03800000002000001,0.46774549152159456
GAC + expl repair,S3,58,20,local_repair,True,False,True,False,False,False,False,False,False,0,1752100,136000,0,1540200,True,15,15,0,False,False,False,0,False,optimal,17600,306,80,65,143,98,11.320609362465921,4.4520571628506025e-05,0.03800000002000001,0.4102250590240167,11.320609362465921,4.4520571628506025e-05,0.03800000002000001,0.4102250590240167
ConsistXApp expl,S3,58,20,direct,True,True,False,False,False,True,False,False,False,100,137396000,133800,137150700,0,False,0,0,0,False,False,False,0,False,none,23000,305,80,65,143,98,13.765561113310236,3.7194270236099235e-05,0.042000000020000004,0.5328419841080919,13.765561113310236,3.7194270236099235e-05,0.042000000020000004,0.5328419841080919
ConsistXApp radius,S3,58,20,direct,True,True,False,False,False,True,False,False,False,100,136024000,152300,135753100,0,False,0,0,0,False,False,False,0,False,none,23300,307,80,65,143,98,13.765561113310236,3.7194270236099235e-05,0.042000000020000004,0.5328419841080919,13.765561113310236,3.7194270236099235e-05,0.042000000020000004,0.5328419841080919
ConsistXApp assume,S3,58,20,direct,True,True,False,False,False,True,False,False,False,100,137262800,144500,137004600,0,False,0,0,0,False,False,False,0,False,none,23400,307,80,65,143,98,13.765561113310236,3.7194270236099235e-05,0.042000000020000004,0.5328419841080919,13.765561113310236,3.7194270236099235e-05,0.042000000020000004,0.5328419841080919
FC + expl repair,S3,58,20,local_repair,True,False,True,False,False,False,False,False,False,0,52102800,146400,0,1697300,True,15,15,0,False,False,False,0,False,optimal,20800,305,80,65,143,98,11.320609362465921,4.4520571628506025e-05,0.03800000002000001,0.4102250590240167,11.320609362465921,4.4520571628506025e-05,0.03800000002000001,0.4102250590240167
Uncoordinated,S3,59,20,blocked,False,False,False,True,False,False,False,False,False,0,36100,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,151,0,10.876487231433202,5.0751680046542254e-05,0.034000000020000004,0.34940682322142863,,,,
Static priority,S3,59,20,blocked,False,False,False,True,False,False,False,False,False,0,29800,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,151,0,5.855890404863211,8.196874716121201e-05,0.050000000020000004,0.18127170812097346,,,,
Continuous only,S3,59,20,direct,True,True,False,False,False,True,False,False,False,98,241181700,0,241072700,0,False,0,0,0,False,False,False,0,False,none,23000,304,80,80,151,151,10.469453602018255,4.966830359702407e-05,0.03800000002000001,0.3325693536005834,10.469453602018255,4.966830359702407e-05,0.03800000002000001,0.3325693536005834
GAC + decode,S3,59,20,direct,True,True,False,False,False,True,False,False,False,64,127464000,110600,127229500,0,False,0,0,0,False,False,False,0,False,none,23600,301,80,70,151,130,9.99238346494417,5.203963617131914e-05,0.03800000002000001,0.3149966174524013,9.99238346494417,5.203963617131914e-05,0.03800000002000001,0.3149966174524013
CP-SAT,S3,59,20,full_repair,True,False,True,False,False,False,False,False,False,0,3336000,0,0,3258700,True,20,20,0,False,False,False,0,True,optimal,18900,295,80,80,151,151,8.559403909437526,5.794796054116743e-05,0.03800000002000001,0.31463547672938913,8.559403909437526,5.794796054116743e-05,0.03800000002000001,0.31463547672938913
GAC + CP-SAT,S3,59,20,full_repair,True,False,True,False,False,False,False,False,False,0,3644100,106300,0,3460800,True,20,20,0,False,False,False,0,True,optimal,19000,301,80,70,151,130,8.559403909437526,5.794796054116743e-05,0.03800000002000001,0.31463547672938913,8.559403909437526,5.794796054116743e-05,0.03800000002000001,0.31463547672938913
GAC + expl repair,S3,59,20,local_repair,True,False,True,False,False,False,False,False,False,0,2948900,537600,0,2324100,True,13,13,0,False,False,False,0,False,optimal,16900,306,80,70,151,130,8.46790735432174,5.857409383994476e-05,0.04600000002,0.30730410439149425,8.46790735432174,5.857409383994476e-05,0.04600000002,0.30730410439149425
ConsistXApp expl,S3,59,20,direct,True,True,False,False,False,True,False,False,False,64,124202800,104100,123616300,0,False,0,0,0,False,False,False,0,False,none,209100,307,80,70,151,130,9.99238346494417,5.203963617131914e-05,0.03800000002000001,0.3149966174524013,9.99238346494417,5.203963617131914e-05,0.03800000002000001,0.3149966174524013
ConsistXApp radius,S3,59,20,direct,True,True,False,False,False,True,False,False,False,64,125807500,104300,125587700,0,False,0,0,0,False,False,False,0,False,none,23200,306,80,70,151,130,9.99238346494417,5.203963617131914e-05,0.03800000002000001,0.3149966174524013,9.99238346494417,5.203963617131914e-05,0.03800000002000001,0.3149966174524013
ConsistXApp assume,S3,59,20,direct,True,True,False,False,False,True,False,False,False,64,126074300,103300,125850400,0,False,0,0,0,False,False,False,0,False,none,26400,307,80,70,151,130,9.99238346494417,5.203963617131914e-05,0.03800000002000001,0.3149966174524013,9.99238346494417,5.203963617131914e-05,0.03800000002000001,0.3149966174524013
FC + expl repair,S3,59,20,direct,True,True,False,False,False,True,False,False,False,0,179300,0,0,0,False,0,0,0,False,False,False,0,False,none,13500,305,80,0,151,0,7.073259630460294,7.012325659078382e-05,0.042000000020000004,0.2352085507225521,7.073259630460294,7.012325659078382e-05,0.042000000020000004,0.2352085507225521
Uncoordinated,S3,60,20,blocked,False,False,False,True,False,False,False,False,False,0,36100,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,150,0,10.993221094461951,4.9485041310963044e-05,0.034000000020000004,0.590901086004586,,,,
Static priority,S3,60,20,blocked,False,False,False,True,False,False,False,False,False,0,23400,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,150,0,5.834599316247462,8.226786005053612e-05,0.050000000020000004,0.423844394723873,,,,
Continuous only,S3,60,20,direct,True,True,False,False,False,True,False,False,False,52,127765400,0,127655600,0,False,0,0,0,False,False,False,0,False,none,23700,303,80,80,150,150,9.902937758751065,5.3317511718521606e-05,0.03800000002000001,0.43230072563895994,9.902937758751065,5.3317511718521606e-05,0.03800000002000001,0.43230072563895994
GAC + decode,S3,60,20,direct,True,True,False,False,False,True,False,False,False,48,95435000,109500,95197500,0,False,0,0,0,False,False,False,0,False,none,26400,301,80,69,150,121,10.193539660947854,5.179751269549713e-05,0.03800000002000001,0.4360212429921219,10.193539660947854,5.179751269549713e-05,0.03800000002000001,0.4360212429921219
CP-SAT,S3,60,20,full_repair,True,False,True,False,False,False,False,False,False,0,3055800,0,0,2962200,True,20,20,0,False,False,False,0,True,optimal,27100,295,80,80,150,150,9.831799314135049,5.370329307280523e-05,0.03800000002000001,0.4418724341434068,9.831799314135049,5.370329307280523e-05,0.03800000002000001,0.4418724341434068
GAC + CP-SAT,S3,60,20,full_repair,True,False,True,False,False,False,False,False,False,0,2920800,104900,0,2746500,True,20,20,0,False,False,False,0,True,optimal,16700,301,80,69,150,121,9.831799314135049,5.370329307280523e-05,0.03800000002000001,0.4418724341434068,9.831799314135049,5.370329307280523e-05,0.03800000002000001,0.4418724341434068
GAC + expl repair,S3,60,20,local_repair,True,False,True,False,False,False,False,False,False,0,2400100,119300,0,2209800,True,11,11,0,False,False,False,0,False,optimal,17500,305,80,69,150,121,10.007935668257275,5.275813289594645e-05,0.04600000002,0.445652544910274,10.007935668257275,5.275813289594645e-05,0.04600000002,0.445652544910274
ConsistXApp expl,S3,60,20,direct,True,True,False,False,False,True,False,False,False,48,83433900,103700,83186000,0,False,0,0,0,False,False,False,0,False,none,28600,306,80,69,150,121,10.193539660947854,5.179751269549713e-05,0.03800000002000001,0.4360212429921219,10.193539660947854,5.179751269549713e-05,0.03800000002000001,0.4360212429921219
ConsistXApp radius,S3,60,20,direct,True,True,False,False,False,True,False,False,False,48,85907500,104400,85684700,0,False,0,0,0,False,False,False,0,False,none,23200,307,80,69,150,121,10.193539660947854,5.179751269549713e-05,0.03800000002000001,0.4360212429921219,10.193539660947854,5.179751269549713e-05,0.03800000002000001,0.4360212429921219
ConsistXApp assume,S3,60,20,direct,True,True,False,False,False,True,False,False,False,48,85272300,107500,85051400,0,False,0,0,0,False,False,False,0,False,none,22600,307,80,69,150,121,10.193539660947854,5.179751269549713e-05,0.03800000002000001,0.4360212429921219,10.193539660947854,5.179751269549713e-05,0.03800000002000001,0.4360212429921219
FC + expl repair,S3,60,20,direct,True,True,False,False,False,True,False,False,False,0,324200,0,0,0,False,0,0,0,False,False,False,0,False,none,14900,305,80,0,150,0,7.591703499752008,6.849582574148035e-05,0.04600000002,0.4475139992907349,7.591703499752008,6.849582574148035e-05,0.04600000002,0.4475139992907349
Uncoordinated,S3,61,20,blocked,False,False,False,True,False,False,False,False,False,0,57500,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,145,0,9.178440039585327,5.665450749335538e-05,0.04600000002,0.4351683336868,,,,
Static priority,S3,61,20,blocked,False,False,False,True,False,False,False,False,False,0,35600,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,145,0,6.354775022781789,7.55337519076924e-05,0.050000000020000004,0.2835071529199533,,,,
Continuous only,S3,61,20,blocked,False,False,False,True,False,False,False,True,False,99,236921300,0,236857500,0,False,0,0,0,False,False,False,0,False,none,0,0,80,80,145,145,8.193696703687884,6.346341813774414e-05,0.042000000020000004,0.3507473382141547,,,,
GAC + decode,S3,61,20,blocked,False,False,False,True,False,False,False,True,False,42,67402700,113800,67222800,0,False,0,0,0,False,False,False,0,False,none,0,0,80,69,145,108,10.176366764021198,5.345719278940749e-05,0.03800000002000001,0.4132818266301905,,,,
CP-SAT,S3,61,20,full_repair,True,False,True,False,False,False,False,False,False,0,3567700,0,0,3487400,True,20,20,0,False,False,False,0,True,optimal,21300,295,80,80,145,145,10.76890306252194,4.903006340892339e-05,0.050000000020000004,0.4320483377171693,10.76890306252194,4.903006340892339e-05,0.050000000020000004,0.4320483377171693
