method,scenario,seed,num_variables,outcome,executed_verified,optimized_verified,repaired_verified,fallback_used,fallback_verified,raw_verified,wipeout,operational_stall,invalid_decode,continuous_iterations,total_time_ns,propagation_time_ns,continuous_time_ns,repair_time_ns,repair_attempted,repair_initial_core,repair_final_core,repair_expansions,repair_used_explanation,repair_used_assumption_core,repair_used_frontier,repair_boundary_released,repair_full_scope,repair_status,cert_overhead_ns,cert_size_bytes,values_before,values_after,tuples_before,tuples_after,cf_throughput,cf_energy,cf_hof,cf_fairness,ex_throughput,ex_energy,ex_hof,ex_fairness
GAC + CP-SAT,S3,61,20,full_repair,True,False,True,False,False,False,False,False,False,0,4151400,118300,0,3958100,True,20,20,0,False,False,False,0,True,optimal,19100,300,80,69,145,108,10.76890306252194,4.903006340892339e-05,0.050000000020000004,0.4320483377171693,10.76890306252194,4.903006340892339e-05,0.050000000020000004,0.4320483377171693
GAC + expl repair,S3,61,20,local_repair,True,False,True,False,False,False,False,False,False,0,2073600,112100,0,1881400,True,13,13,0,False,False,False,0,False,optimal,17100,306,80,69,145,108,11.607435231843446,4.4109658143548924e-05,0.04600000002,0.5317521474935637,11.607435231843446,4.4109658143548924e-05,0.04600000002,0.5317521474935637
ConsistXApp expl,S3,61,20,local_repair,True,False,True,False,False,False,False,True,False,42,68659100,110200,67103400,1326500,True,4,4,0,False,False,False,0,False,optimal,22000,305,80,69,145,108,10.769419979554348,5.0513398217617975e-05,0.03800000002000001,0.45161649155293077,10.769419979554348,5.0513398217617975e-05,0.03800000002000001,0.45161649155293077
ConsistXApp radius,S3,61,20,local_repair,True,False,True,False,False,False,False,True,False,42,68659200,112800,67101500,1321600,True,4,4,0,False,False,False,0,False,optimal,21600,307,80,69,145,108,10.769419979554348,5.0513398217617975e-05,0.03800000002000001,0.45161649155293077,10.769419979554348,5.0513398217617975e-05,0.03800000002000001,0.45161649155293077
ConsistXApp assume,S3,61,20,local_repair,True,False,True,False,False,False,False,True,False,42,68180000,118300,66546000,1303300,True,4,4,0,False,False,False,0,False,optimal,21000,306,80,69,145,108,10.769419979554348,5.0513398217617975e-05,0.03800000002000001,0.45161649155293077,10.769419979554348,5.0513398217617975e-05,0.03800000002000001,0.45161649155293077
FC + expl repair,S3,61,20,local_repair,True,False,True,False,False,False,False,False,False,0,52411800,122100,0,2086200,True,13,13,0,False,False,False,0,False,optimal,21600,305,80,69,145,108,11.607435231843446,4.4109658143548924e-05,0.04600000002,0.5317521474935637,11.607435231843446,4.4109658143548924e-05,0.04600000002,0.5317521474935637
Uncoordinated,S3,62,20,blocked,False,False,False,True,False,False,False,False,False,0,35700,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,164,0,9.458773113296713,5.328386609585758e-05,0.034000000020000004,0.4365454728959976,,,,
Static priority,S3,62,20,blocked,False,False,False,True,False,False,False,False,False,0,23500,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,164,0,7.192414045532307,6.673698106940331e-05,0.050000000020000004,0.323165463021241,,,,
Continuous only,S3,62,20,direct,True,True,False,False,False,True,False,False,False,100,266518000,0,266412400,0,False,0,0,0,False,False,False,0,False,none,23100,303,80,80,164,164,8.374812177165147,6.304619003153892e-05,0.042000000020000004,0.40468160759046873,8.374812177165147,6.304619003153892e-05,0.042000000020000004,0.40468160759046873
GAC + decode,S3,62,20,direct,True,True,False,False,False,True,False,False,False,100,135080200,112300,134848600,0,False,0,0,0,False,False,False,0,False,none,25800,301,80,66,164,100,8.374812177165147,6.304619003153892e-05,0.042000000020000004,0.40468160759046873,8.374812177165147,6.304619003153892e-05,0.042000000020000004,0.40468160759046873
CP-SAT,S3,62,20,full_repair,True,False,True,False,False,False,False,False,False,0,3978400,0,0,3850500,True,20,20,0,False,False,False,0,True,optimal,34200,295,80,80,164,164,8.280519037191343,6.183187282106225e-05,0.042000000020000004,0.40814404123318054,8.280519037191343,6.183187282106225e-05,0.042000000020000004,0.40814404123318054
GAC + CP-SAT,S3,62,20,full_repair,True,False,True,False,False,False,False,False,False,0,2802400,107500,0,2626100,True,20,20,0,False,False,False,0,True,optimal,16300,301,80,66,164,100,8.280519037191343,6.183187282106225e-05,0.042000000020000004,0.40814404123318054,8.280519037191343,6.183187282106225e-05,0.042000000020000004,0.40814404123318054
GAC + expl repair,S3,62,20,local_repair,True,False,True,False,False,False,False,False,False,0,1953500,108400,0,1775800,True,13,13,0,False,False,False,0,False,optimal,16500,306,80,66,164,100,8.45103503025981,6.058429507944657e-05,0.042000000020000004,0.400094758133171,8.45103503025981,6.058429507944657e-05,0.042000000020000004,0.400094758133171
ConsistXApp expl,S3,62,20,direct,True,True,False,False,False,True,False,False,False,100,135795400,108000,135574500,0,False,0,0,0,False,False,False,0,False,none,23800,305,80,66,164,100,8.374812177165147,6.304619003153892e-05,0.042000000020000004,0.40468160759046873,8.374812177165147,6.304619003153892e-05,0.042000000020000004,0.40468160759046873
ConsistXApp radius,S3,62,20,direct,True,True,False,False,False,True,False,False,False,100,133119600,112300,132884800,0,False,0,0,0,False,False,False,0,False,none,24900,307,80,66,164,100,8.374812177165147,6.304619003153892e-05,0.042000000020000004,0.40468160759046873,8.374812177165147,6.304619003153892e-05,0.042000000020000004,0.40468160759046873
ConsistXApp assume,S3,62,20,direct,True,True,False,False,False,True,False,False,False,100,135011500,125100,134755400,0,False,0,0,0,False,False,False,0,False,none,23300,306,80,66,164,100,8.374812177165147,6.304619003153892e-05,0.042000000020000004,0.40468160759046873,8.374812177165147,6.304619003153892e-05,0.042000000020000004,0.40468160759046873
FC + expl repair,S3,62,20,direct,True,True,False,False,False,True,False,False,False,0,1502800,0,0,0,False,0,0,0,False,False,False,0,False,none,17400,305,80,0,164,0,9.4940724300575,5.561364776704176e-05,0.050000000020000004,0.4271413981588056,9.4940724300575,5.561364776704176e-05,0.050000000020000004,0.4271413981588056
Uncoordinated,S3,63,20,blocked,False,False,False,True,False,False,False,False,False,0,36600,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,139,0,7.508121929005341,7.245487022505878e-05,0.03800000002000001,0.38388915160979065,,,,
Static priority,S3,63,20,blocked,False,False,False,True,False,False,False,False,False,0,24700,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,139,0,3.657080908466794,0.0001312522232933689,0.050000000020000004,0.14996425390784324,,,,
Continuous only,S3,63,20,direct,True,True,False,False,False,True,False,False,False,29,65283500,0,65179900,0,False,0,0,0,False,False,False,0,False,none,22700,304,80,80,139,139,5.205049544026427,0.0001029769256692552,0.042000000020000004,0.2989077767208405,5.205049544026427,0.0001029769256692552,0.042000000020000004,0.2989077767208405
GAC + decode,S3,63,20,direct,True,True,False,False,False,True,False,False,False,37,29923400,140200,29678000,0,False,0,0,0,False,False,False,0,False,none,20400,300,80,58,139,63,5.224578800172747,0.00010106077833155508,0.042000000020000004,0.29956444396129245,5.224578800172747,0.00010106077833155508,0.042000000020000004,0.29956444396129245
CP-SAT,S3,63,20,full_repair,True,False,True,False,False,False,False,False,False,0,2147300,0,0,2059100,True,20,20,0,False,False,False,0,True,optimal,24900,296,80,80,139,139,5.1594576319043846,0.00010233633797766303,0.04600000002,0.23407603885557796,5.1594576319043846,0.00010233633797766303,0.04600000002,0.23407603885557796
GAC + CP-SAT,S3,63,20,full_repair,True,False,True,False,False,False,False,False,False,0,2320500,142000,0,2094300,True,20,20,0,False,False,False,0,True,optimal,18800,301,80,58,139,63,5.1594576319043846,0.00010233633797766303,0.04600000002,0.23407603885557796,5.1594576319043846,0.00010233633797766303,0.04600000002,0.23407603885557796
GAC + expl repair,S3,63,20,local_repair,True,False,True,False,False,False,False,False,False,0,1281200,130600,0,1077700,True,5,5,0,False,False,False,0,False,optimal,17300,305,80,58,139,63,5.014933284880086,9.890460586892136e-05,0.04600000002,0.25027121810765346,5.014933284880086,9.890460586892136e-05,0.04600000002,0.25027121810765346
ConsistXApp expl,S3,63,20,direct,True,True,False,False,False,True,False,False,False,37,29906200,134600,29671300,0,False,0,0,0,False,False,False,0,False,none,20400,304,80,58,139,63,5.224578800172747,0.00010106077833155508,0.042000000020000004,0.29956444396129245,5.224578800172747,0.00010106077833155508,0.042000000020000004,0.29956444396129245
ConsistXApp radius,S3,63,20,direct,True,True,False,False,False,True,False,False,False,37,29802700,134200,29562800,0,False,0,0,0,False,False,False,0,False,none,21200,307,80,58,139,63,5.224578800172747,0.00010106077833155508,0.042000000020000004,0.29956444396129245,5.224578800172747,0.00010106077833155508,0.042000000020000004,0.29956444396129245
ConsistXApp assume,S3,63,20,direct,True,True,False,False,False,True,False,False,False,37,30062200,136800,29816300,0,False,0,0,0,False,False,False,0,False,none,22700,307,80,58,139,63,5.224578800172747,0.00010106077833155508,0.042000000020000004,0.29956444396129245,5.224578800172747,0.00010106077833155508,0.042000000020000004,0.29956444396129245
FC + expl repair,S3,63,20,local_repair,True,False,True,False,False,False,False,False,False,0,51713300,147200,0,1330800,True,5,5,0,False,False,False,0,False,optimal,21800,305,80,58,139,63,5.014933284880086,9.890460586892136e-05,0.04600000002,0.25027121810765346,5.014933284880086,9.890460586892136e-05,0.04600000002,0.25027121810765346
Uncoordinated,S3,64,20,blocked,False,False,False,True,False,False,False,False,False,0,36800,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,143,0,12.359308702854905,4.4662692167604185e-05,0.03800000002000001,0.40427420510292095,,,,
Static priority,S3,64,20,blocked,False,False,False,True,False,False,False,False,False,0,24700,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,143,0,6.200372227421829,7.741470711663845e-05,0.050000000020000004,0.22854705350909463,,,,
Continuous only,S3,64,20,direct,True,True,False,False,False,True,False,False,False,100,232949100,0,232842500,0,False,0,0,0,False,False,False,0,False,none,23000,304,80,80,143,143,8.451053342881098,6.531730159589958e-05,0.04600000002,0.25592099961068304,8.451053342881098,6.531730159589958e-05,0.04600000002,0.25592099961068304
GAC + decode,S3,64,20,direct,True,True,False,False,False,True,False,False,False,100,148734900,130300,148488200,0,False,0,0,0,False,False,False,0,False,none,23700,301,80,64,143,107,8.95158911690333,5.719654837968243e-05,0.04600000002,0.3059182586440542,8.95158911690333,5.719654837968243e-05,0.04600000002,0.3059182586440542
CP-SAT,S3,64,20,full_repair,True,False,True,False,False,False,False,False,False,0,3057300,0,0,2975300,True,20,20,0,False,False,False,0,True,optimal,21400,295,80,80,143,143,8.04865514806512,6.460706670045454e-05,0.04600000002,0.22888160665432603,8.04865514806512,6.460706670045454e-05,0.04600000002,0.22888160665432603
GAC + CP-SAT,S3,64,20,full_repair,True,False,True,False,False,False,False,False,False,0,2936600,133500,0,2725600,True,20,20,0,False,False,False,0,True,optimal,18000,301,80,64,143,107,8.04865514806512,6.460706670045454e-05,0.04600000002,0.22888160665432603,8.04865514806512,6.460706670045454e-05,0.04600000002,0.22888160665432603
GAC + expl repair,S3,64,20,local_repair,True,False,True,False,False,False,False,False,False,0,1267900,133100,0,1060500,True,7,7,0,False,False,False,0,False,optimal,17700,306,80,64,143,107,8.255351682072165,6.008223745054307e-05,0.03800000002000001,0.2648678273858572,8.255351682072165,6.008223745054307e-05,0.03800000002000001,0.2648678273858572
ConsistXApp expl,S3,64,20,direct,True,True,False,False,False,True,False,False,False,100,145555200,124900,145319700,0,False,0,0,0,False,False,False,0,False,none,23300,305,80,64,143,107,8.95158911690333,5.719654837968243e-05,0.04600000002,0.3059182586440542,8.95158911690333,5.719654837968243e-05,0.04600000002,0.3059182586440542
ConsistXApp radius,S3,64,20,direct,True,True,False,False,False,True,False,False,False,100,150504800,128900,150264500,0,False,0,0,0,False,False,False,0,False,none,22500,306,80,64,143,107,8.95158911690333,5.719654837968243e-05,0.04600000002,0.3059182586440542,8.95158911690333,5.719654837968243e-05,0.04600000002,0.3059182586440542
ConsistXApp assume,S3,64,20,direct,True,True,False,False,False,True,False,False,False,100,147851400,132200,147607000,0,False,0,0,0,False,False,False,0,False,none,23000,307,80,64,143,107,8.95158911690333,5.719654837968243e-05,0.04600000002,0.3059182586440542,8.95158911690333,5.719654837968243e-05,0.04600000002,0.3059182586440542
FC + expl repair,S3,64,20,direct,True,True,False,False,False,True,False,False,False,0,2065700,0,0,0,False,0,0,0,False,False,False,0,False,none,16000,305,80,0,143,0,9.57057535991534,5.098961991814009e-05,0.03800000002000001,0.32685622047357044,9.57057535991534,5.098961991814009e-05,0.03800000002000001,0.32685622047357044
Uncoordinated,S3,65,20,blocked,False,False,False,True,False,False,False,False,False,0,39800,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,148,0,12.502129952990376,4.6712040443981574e-05,0.03800000002000001,0.5745594504197015,,,,
Static priority,S3,65,20,blocked,False,False,False,True,False,False,False,False,False,0,43900,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,148,0,7.25320057208741,6.61776818701513e-05,0.050000000020000004,0.40513655067039833,,,,
Continuous only,S3,65,20,direct,True,True,False,False,False,True,False,False,False,100,241321200,0,241216100,0,False,0,0,0,False,False,False,0,False,none,22600,304,80,80,148,148,13.454338851117406,3.983844958353225e-05,0.042000000020000004,0.5700665922321629,13.454338851117406,3.983844958353225e-05,0.042000000020000004,0.5700665922321629
GAC + decode,S3,65,20,direct,True,True,False,False,False,True,False,False,False,73,106430500,112400,106204500,0,False,0,0,0,False,False,False,0,False,none,23600,300,80,65,148,106,11.904794460008814,4.5023876875872e-05,0.042000000020000004,0.5091501819240474,11.904794460008814,4.5023876875872e-05,0.042000000020000004,0.5091501819240474
CP-SAT,S3,65,20,full_repair,True,False,True,False,False,False,False,False,False,0,2954800,0,0,2876200,True,20,20,0,False,False,False,0,True,optimal,17700,294,80,80,148,148,11.12123208277687,4.96347882942634e-05,0.04600000002,0.5137552771513514,11.12123208277687,4.96347882942634e-05,0.04600000002,0.5137552771513514
GAC + CP-SAT,S3,65,20,full_repair,True,False,True,False,False,False,False,False,False,0,2926000,108000,0,2742800,True,20,20,0,False,False,False,0,True,optimal,18200,301,80,65,148,106,11.12123208277687,4.96347882942634e-05,0.04600000002,0.5137552771513514,11.12123208277687,4.96347882942634e-05,0.04600000002,0.5137552771513514
GAC + expl repair,S3,65,20,local_repair,True,False,True,False,False,False,False,False,False,0,1857700,101100,0,1684900,True,13,13,0,False,False,False,0,False,optimal,17000,306,80,65,148,106,10.91686913403587,4.616708268753201e-05,0.050000000020000004,0.5334991602195266,10.91686913403587,4.616708268753201e-05,0.050000000020000004,0.5334991602195266
ConsistXApp expl,S3,65,20,direct,True,True,False,False,False,True,False,False,False,73,105722600,106800,105504200,0,False,0,0,0,False,False,False,0,False,none,23100,304,80,65,148,106,11.904794460008814,4.5023876875872e-05,0.042000000020000004,0.5091501819240474,11.904794460008814,4.5023876875872e-05,0.042000000020000004,0.5091501819240474
ConsistXApp radius,S3,65,20,direct,True,True,False,False,False,True,False,False,False,73,105689000,107000,105469800,0,False,0,0,0,False,False,False,0,False,none,23100,307,80,65,148,106,11.904794460008814,4.5023876875872e-05,0.042000000020000004,0.5091501819240474,11.904794460008814,4.5023876875872e-05,0.042000000020000004,0.5091501819240474
ConsistXApp assume,S3,65,20,direct,True,True,False,False,False,True,False,False,False,73,106097000,117700,105844700,0,False,0,0,0,False,False,False,0,False,none,26100,307,80,65,148,106,11.904794460008814,4.5023876875872e-05,0.042000000020000004,0.5091501819240474,11.904794460008814,4.5023876875872e-05,0.042000000020000004,0.5091501819240474
FC + expl repair,S3,65,20,direct,True,True,False,False,False,True,False,False,False,0,197000,0,0,0,False,0,0,0,False,False,False,0,False,none,15200,305,80,0,148,0,9.809374375793295,5.301051627545279e-05,0.042000000020000004,0.4357039038131703,9.809374375793295,5.301051627545279e-05,0.042000000020000004,0.4357039038131703
Uncoordinated,S3,66,20,blocked,False,False,False,True,False,False,False,False,False,0,35900,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,80,0,150,0,10.914186749798194,4.9110392948875535e-05,0.03800000002000001,0.4865863169463441,,,,
