Method,Feasible,Latency_ms,Stall,RepairAttempted,Repaired,RepairTimeout,CoreSize,Throughput,Energy,HOF,Fairness,Scenario,Load,Mobility,Cells,Seed,AblationConfig,Size
Static priority,False,0.9479522705078124,False,False,False,False,0,9.37813045821467,6.013991834651547e-05,0.03800000002,0.4536226838203387,Scale,0.6,3.0,10,2,,32.0
Continuous only,True,125.22745132446288,False,False,False,False,0,10.471541982630242,4.813044734347761e-05,0.03200000002,0.4477844160337791,Scale,0.6,3.0,10,2,,32.0
CP-SAT,True,11.922121047973633,False,False,False,False,0,11.245340003535462,4.908699957728755e-05,0.04400000002,0.5179166297046799,Scale,0.6,3.0,10,2,,32.0
VeriXApp,True,124.55511093139648,False,False,False,False,0,10.471541982630242,4.813044734347761e-05,0.03200000002,0.4477844160337791,Scale,0.6,3.0,10,2,,32.0
Uncoordinated,False,0.0219345092773437,False,False,False,False,0,12.107472890609388,4.559167755214498e-05,0.03200000002,0.5849027688155507,Scale,0.6,3.0,10,3,,32.0
Static priority,False,0.6868839263916016,False,False,False,False,0,13.209437397912048,4.118267747617983e-05,0.03400000002,0.6107034626145974,Scale,0.6,3.0,10,3,,32.0
Continuous only,True,102.35023498535156,False,False,False,False,0,11.767372030341985,4.249037072260127e-05,0.03400000002,0.5723339005121624,Scale,0.6,3.0,10,3,,32.0
CP-SAT,True,7.2174072265625,False,False,False,False,0,13.360769475827253,4.041683384905233e-05,0.03200000002,0.612003106022047,Scale,0.6,3.0,10,3,,32.0
VeriXApp,True,101.3784408569336,False,False,False,False,0,11.767372030341985,4.249037072260127e-05,0.03400000002,0.5723339005121624,Scale,0.6,3.0,10,3,,32.0
Uncoordinated,False,0.0209808349609375,False,False,False,False,0,12.239639412644928,4.575298185839175e-05,0.03400000002,0.4789249603178648,Scale,0.6,3.0,10,4,,32.0
Static priority,False,0.6303787231445312,False,False,False,False,0,11.208211391627517,4.889272523976069e-05,0.04200000002,0.4794231810831073,Scale,0.6,3.0,10,4,,32.0
Continuous only,False,124.16362762451172,True,False,False,False,0,9.7716724711549,5.6080471548514014e-05,0.04200000002,0.4265236752459939,Scale,0.6,3.0,10,4,,32.0
CP-SAT,True,9.054899215698242,False,False,False,False,0,11.38479873819009,4.883705129849232e-05,0.03800000002,0.4436953066310001,Scale,0.6,3.0,10,4,,32.0
VeriXApp,True,123.62122535705566,True,True,True,False,2,10.377042776746888,5.357981189456956e-05,0.03600000002,0.4568384381829886,Scale,0.6,3.0,10,4,,32.0
Uncoordinated,False,0.0226497650146484,False,False,False,False,0,9.48421995066889,5.862369313364429e-05,0.04000000002,0.4840615832003656,Scale,0.6,3.0,10,5,,32.0
Static priority,False,0.6518363952636719,False,False,False,False,0,11.449255171836318,4.681527243086436e-05,0.03000000002,0.556575070160631,Scale,0.6,3.0,10,5,,32.0
Continuous only,False,80.10029792785645,True,False,False,False,0,8.004353104330312,6.74632906571629e-05,0.04400000002,0.4928470065067917,Scale,0.6,3.0,10,5,,32.0
CP-SAT,True,7.41267204284668,False,False,False,False,0,10.306639269196715,5.3557710285810944e-05,0.03200000002,0.5416098895921048,Scale,0.6,3.0,10,5,,32.0
VeriXApp,True,82.93485641479492,True,True,True,False,2,8.038688825373178,6.717513412082246e-05,0.04000000002,0.4992286962290269,Scale,0.6,3.0,10,5,,32.0
Uncoordinated,False,0.0205039978027343,False,False,False,False,0,12.706257260583094,4.3128357057588185e-05,0.0380000000199999,0.4744126851359463,Scale,0.6,3.0,10,6,,32.0
Static priority,False,0.9813308715820312,False,False,False,False,0,12.729595321818554,4.336351518212608e-05,0.03400000002,0.4804418594957171,Scale,0.6,3.0,10,6,,32.0
Continuous only,True,106.0340404510498,False,False,False,False,0,13.093814257156572,4.337926205800217e-05,0.03400000002,0.4733598199634125,Scale,0.6,3.0,10,6,,32.0
CP-SAT,True,12.443780899047852,False,False,False,False,0,13.805354227108143,3.998448652017163e-05,0.0380000000199999,0.5031464948012969,Scale,0.6,3.0,10,6,,32.0
VeriXApp,True,105.6215763092041,False,False,False,False,0,13.093814257156572,4.337926205800217e-05,0.03400000002,0.4733598199634125,Scale,0.6,3.0,10,6,,32.0
Uncoordinated,False,0.0205039978027343,False,False,False,False,0,13.070289366082658,4.22331889171817e-05,0.04200000002,0.4436793536335785,Scale,0.6,3.0,10,7,,32.0
Static priority,False,0.8730888366699219,False,False,False,False,0,13.065703241061929,4.224801297072286e-05,0.03800000002,0.4558253295992145,Scale,0.6,3.0,10,7,,32.0
Continuous only,False,246.14357948303223,True,False,False,False,0,11.599996926278264,4.551725344029063e-05,0.04000000002,0.4240777103602171,Scale,0.6,3.0,10,7,,32.0
CP-SAT,True,9.31406021118164,False,False,False,False,0,14.147199779643502,3.901832225443486e-05,0.03000000002,0.4962010973211405,Scale,0.6,3.0,10,7,,32.0
VeriXApp,True,249.006986618042,True,True,True,False,14,12.338690101342875,4.408895883857184e-05,0.03000000002,0.4569676859396909,Scale,0.6,3.0,10,7,,32.0
Uncoordinated,False,0.0207424163818359,False,False,False,False,0,12.941156421406973,4.172733737355528e-05,0.02800000002,0.3885100582495778,Scale,0.6,3.0,10,8,,32.0
Static priority,False,1.0223388671875,False,False,False,False,0,11.873313604629123,4.682770273862124e-05,0.02800000002,0.3438273581530476,Scale,0.6,3.0,10,8,,32.0
Continuous only,False,235.50987243652344,True,False,False,False,0,9.924589449159996,5.44103111535465e-05,0.03600000002,0.2976000161220625,Scale,0.6,3.0,10,8,,32.0
CP-SAT,True,7.826805114746094,False,False,False,False,0,12.682754193567286,4.415444716921447e-05,0.02800000002,0.3742825529011239,Scale,0.6,3.0,10,8,,32.0
VeriXApp,True,239.8397922515869,True,True,True,False,2,10.804074167120438,5.109183734408981e-05,0.03600000002,0.3286327673981584,Scale,0.6,3.0,10,8,,32.0
Uncoordinated,False,0.0209808349609375,False,False,False,False,0,14.531458780422168,3.963814016910876e-05,0.03000000002,0.4917941065652777,Scale,0.6,3.0,10,9,,32.0
Static priority,False,0.6282329559326172,False,False,False,False,0,12.47218726073842,4.393776236226551e-05,0.03200000002,0.4306989284898742,Scale,0.6,3.0,10,9,,32.0
Continuous only,False,136.50822639465332,True,False,False,False,0,11.674805411531285,4.625344757066687e-05,0.03600000002,0.3960384881579635,Scale,0.6,3.0,10,9,,32.0
CP-SAT,True,9.534597396850586,False,False,False,False,0,13.371601949313662,4.038409175257547e-05,0.03800000002,0.4373872626829995,Scale,0.6,3.0,10,9,,32.0
VeriXApp,True,138.93890380859375,True,True,True,False,2,10.960022228973422,4.7810122010042746e-05,0.03600000002,0.4055473378558641,Scale,0.6,3.0,10,9,,32.0
Uncoordinated,False,0.0207424163818359,False,False,False,False,0,14.5303360857686,3.743891378622744e-05,0.03800000002,0.5534937284393501,Scale,0.6,3.0,10,10,,32.0
Static priority,False,0.8640289306640625,False,False,False,False,0,12.52293996646105,4.184320945427968e-05,0.03600000002,0.5329687343888527,Scale,0.6,3.0,10,10,,32.0
Continuous only,True,114.86387252807616,False,False,False,False,0,14.457402263518723,3.818113309283069e-05,0.04200000002,0.5357210377789635,Scale,0.6,3.0,10,10,,32.0
CP-SAT,True,7.89952278137207,False,False,False,False,0,12.879480754951205,4.316944219868951e-05,0.04000000002,0.5431644182726717,Scale,0.6,3.0,10,10,,32.0
VeriXApp,True,114.6841049194336,False,False,False,False,0,14.457402263518723,3.818113309283069e-05,0.04200000002,0.5357210377789635,Scale,0.6,3.0,10,10,,32.0
Uncoordinated,False,0.0209808349609375,False,False,False,False,0,9.491567236885013,5.8156886657756856e-05,0.04000000002,0.6120272931994423,Scale,0.6,3.0,10,11,,32.0
Static priority,False,0.7183551788330078,False,False,False,False,0,8.51412448594087,6.389382735691634e-05,0.03800000002,0.589376512036354,Scale,0.6,3.0,10,11,,32.0
Continuous only,True,114.12930488586426,False,False,False,False,0,9.510757672182164,5.3833776198245406e-05,0.04000000002,0.4987840315370991,Scale,0.6,3.0,10,11,,32.0
CP-SAT,True,8.757829666137695,False,False,False,False,0,9.09275046526511,5.894806000093749e-05,0.04200000002,0.5901275495014529,Scale,0.6,3.0,10,11,,32.0
VeriXApp,True,119.86827850341795,False,False,False,False,0,9.510757672182164,5.3833776198245406e-05,0.04000000002,0.4987840315370991,Scale,0.6,3.0,10,11,,32.0
Uncoordinated,False,0.0205039978027343,False,False,False,False,0,13.54927412817962,4.044497106013053e-05,0.03800000002,0.3776254325578765,Scale,0.6,3.0,10,12,,32.0
Static priority,False,0.5345344543457031,False,False,False,False,0,13.350617602483414,4.074717860983509e-05,0.03800000002,0.3677972539572617,Scale,0.6,3.0,10,12,,32.0
Continuous only,True,300.37617683410645,False,False,False,False,0,12.612911686991117,4.3130405849196456e-05,0.04000000002,0.3318163611495837,Scale,0.6,3.0,10,12,,32.0
CP-SAT,True,5.574226379394531,False,False,False,False,0,13.241025660365196,4.078233921231646e-05,0.04200000002,0.3625654981814863,Scale,0.6,3.0,10,12,,32.0
VeriXApp,True,294.86560821533203,False,False,False,False,0,12.612911686991117,4.3130405849196456e-05,0.04000000002,0.3318163611495837,Scale,0.6,3.0,10,12,,32.0
Uncoordinated,False,0.0231266021728515,False,False,False,False,0,12.652986891768444,4.362606274089404e-05,0.04000000002,0.4149078784065995,Scale,0.6,3.0,10,13,,32.0
Static priority,False,0.6105899810791016,False,False,False,False,0,12.456763063911726,4.302883479841054e-05,0.03400000002,0.4184432364509339,Scale,0.6,3.0,10,13,,32.0
Continuous only,True,70.77789306640625,False,False,False,False,0,13.632946279545626,4.019674021764461e-05,0.04400000002,0.4592126311952301,Scale,0.6,3.0,10,13,,32.0
CP-SAT,True,6.626367568969727,False,False,False,False,0,14.06457036875017,3.867874991821324e-05,0.04200000002,0.4629781255812912,Scale,0.6,3.0,10,13,,32.0
VeriXApp,True,71.54464721679688,False,False,False,False,0,13.632946279545626,4.019674021764461e-05,0.04400000002,0.4592126311952301,Scale,0.6,3.0,10,13,,32.0
Uncoordinated,False,0.0209808349609375,False,False,False,False,0,8.295615510990608,6.461244488608108e-05,0.03800000002,0.3688314859383161,Scale,0.6,3.0,10,14,,32.0
Static priority,False,0.3383159637451172,False,False,False,False,0,9.034100712063816,6.154458730546776e-05,0.03400000002,0.4257637382419156,Scale,0.6,3.0,10,14,,32.0
Continuous only,True,243.9267635345459,False,False,False,False,0,8.076944599887236,6.735220147574058e-05,0.03800000002,0.4164626914434434,Scale,0.6,3.0,10,14,,32.0
CP-SAT,True,9.392499923706056,False,False,False,False,0,9.137344138833123,6.041142717324562e-05,0.03600000002,0.4393731933213313,Scale,0.6,3.0,10,14,,32.0
VeriXApp,True,240.27347564697263,False,False,False,False,0,8.076944599887236,6.735220147574058e-05,0.03800000002,0.4164626914434434,Scale,0.6,3.0,10,14,,32.0
Uncoordinated,False,0.0207424163818359,False,False,False,False,0,11.06799308594788,4.734372310597841e-05,0.03400000002,0.4696097996799013,Scale,0.6,3.0,10,15,,32.0
Static priority,False,0.8363723754882812,False,False,False,False,0,9.996667550464494,5.201733451422402e-05,0.03800000002,0.4611289950035816,Scale,0.6,3.0,10,15,,32.0
Continuous only,False,96.47822380065918,True,False,False,False,0,10.86794952741266,4.931933099689375e-05,0.03400000002,0.4945627738141144,Scale,0.6,3.0,10,15,,32.0
CP-SAT,True,11.24429702758789,False,False,False,False,0,10.731558415565644,5.180980976570439e-05,0.03600000002,0.4565552234930963,Scale,0.6,3.0,10,15,,32.0
VeriXApp,True,104.32696342468262,True,True,True,False,10,10.09025187367017,5.153488798004189e-05,0.03400000002,0.5089359397058261,Scale,0.6,3.0,10,15,,32.0
Uncoordinated,False,0.0209808349609375,False,False,False,False,0,10.942858221640709,4.89817184088158e-05,0.04600000002,0.3456233525208306,Scale,0.6,3.0,10,16,,32.0
Static priority,False,0.7836818695068359,False,False,False,False,0,11.017216527036108,5.046646751796002e-05,0.03200000002,0.3992608123089607,Scale,0.6,3.0,10,16,,32.0
Continuous only,False,205.23929595947263,True,False,False,False,0,9.555030734185204,5.484022130094002e-05,0.03600000002,0.3198292502979005,Scale,0.6,3.0,10,16,,32.0
CP-SAT,True,9.409427642822266,False,False,False,False,0,12.265728892614757,4.467732857930303e-05,0.03600000002,0.4194408959480246,Scale,0.6,3.0,10,16,,32.0
VeriXApp,True,197.277307510376,True,True,True,False,8,11.390127973475572,4.705829480126952e-05,0.03200000002,0.3953997587637606,Scale,0.6,3.0,10,16,,32.0
Uncoordinated,False,0.0207424163818359,False,False,False,False,0,14.785385001480744,3.6522552503429536e-05,0.03200000002,0.5063866716082795,Scale,0.6,3.0,10,17,,32.0
Static priority,False,0.5433559417724609,False,False,False,False,0,12.484546211699032,3.940872112267533e-05,0.03400000002,0.4867698889980217,Scale,0.6,3.0,10,17,,32.0
Continuous only,True,106.83107376098631,False,False,False,False,0,12.849592231482491,4.264726772086648e-05,0.03400000002,0.4660575990308805,Scale,0.6,3.0,10,17,,32.0
CP-SAT,True,11.977910995483398,False,False,False,False,0,13.068881106257503,4.254381040575707e-05,0.03400000002,0.4801342647468546,Scale,0.6,3.0,10,17,,32.0
VeriXApp,True,110.06355285644533,False,False,False,False,0,12.849592231482491,4.264726772086648e-05,0.03400000002,0.4660575990308805,Scale,0.6,3.0,10,17,,32.0
Uncoordinated,False,0.0207424163818359,False,False,False,False,0,11.914459054538211,4.532308160430618e-05,0.03600000002,0.5281498836100262,Scale,0.6,3.0,10,18,,32.0
Static priority,False,0.6973743438720703,False,False,False,False,0,13.025665337948794,4.237787365777093e-05,0.03400000002,0.5793613321389673,Scale,0.6,3.0,10,18,,32.0
Continuous only,False,91.9818878173828,True,False,False,False,0,9.339837293293629,5.995821794477107e-05,0.02400000002,0.4826023991390156,Scale,0.6,3.0,10,18,,32.0
CP-SAT,True,11.938810348510742,False,False,False,False,0,11.034367518176458,4.748799594873349e-05,0.03800000002,0.5031302406339865,Scale,0.6,3.0,10,18,,32.0
VeriXApp,True,94.15817260742188,True,True,True,False,2,9.228675185140348,5.98135690037947e-05,0.02400000002,0.4874894444740828,Scale,0.6,3.0,10,18,,32.0
Uncoordinated,False,0.0205039978027343,False,False,False,False,0,11.460491488309003,4.956157426402036e-05,0.03800000002,0.5717874457474035,Scale,0.6,3.0,10,19,,32.0
Static priority,False,0.7116794586181641,False,False,False,False,0,9.57336729291326,5.807778840905668e-05,0.04000000002,0.5359299892671182,Scale,0.6,3.0,10,19,,32.0
Continuous only,True,291.9185161590576,False,False,False,False,0,10.653288957619246,4.918668798758477e-05,0.04200000002,0.544436437425369,Scale,0.6,3.0,10,19,,32.0
CP-SAT,True,7.246494293212891,False,False,False,False,0,11.846326274098113,4.625906693100266e-05,0.04200000002,0.5688052814338549,Scale,0.6,3.0,10,19,,32.0
VeriXApp,True,290.6613349914551,False,False,False,False,0,10.653288957619246,4.918668798758477e-05,0.04200000002,0.544436437425369,Scale,0.6,3.0,10,19,,32.0
Uncoordinated,False,0.0257492065429687,False,False,False,False,0,11.570892382771,4.839730432838846e-05,0.03800000002,0.3810942477992016,Scale,0.6,3.0,10,0,,40.0
Static priority,False,1.235246658325195,False,False,False,False,0,11.007215290984275,4.905872972633686e-05,0.03600000002,0.3992039323102772,Scale,0.6,3.0,10,0,,40.0
Continuous only,True,130.17654418945312,False,False,False,False,0,10.548157298795966,5.157298896766505e-05,0.03600000002,0.4125394115959087,Scale,0.6,3.0,10,0,,40.0
CP-SAT,True,9.151458740234377,False,False,False,False,0,11.397746506074403,4.913251928366272e-05,0.03000000002,0.4027262877002552,Scale,0.6,3.0,10,0,,40.0
VeriXApp,True,130.2649974822998,False,False,False,False,0,10.548157298795966,5.157298896766505e-05,0.03600000002,0.4125394115959087,Scale,0.6,3.0,10,0,,40.0
Uncoordinated,False,0.0350475311279296,False,False,False,False,0,6.875834670889049,7.853591976058634e-05,0.03600000002,0.3575508169379228,Scale,0.6,3.0,10,1,,40.0
Static priority,False,1.212358474731445,False,False,False,False,0,6.449276054856044,8.2489878782507e-05,0.04000000002,0.3955332304304134,Scale,0.6,3.0,10,1,,40.0
Continuous only,True,403.7506580352783,False,False,False,False,0,7.086168311290459,7.620479450644898e-05,0.03800000002,0.3528585804057077,Scale,0.6,3.0,10,1,,40.0
CP-SAT,True,12.108802795410156,False,False,False,False,0,7.20852290257765,7.713091953986626e-05,0.04000000002,0.3891098237860536,Scale,0.6,3.0,10,1,,40.0
VeriXApp,True,406.0952663421631,False,False,False,False,0,7.086168311290459,7.620479450644898e-05,0.03800000002,0.3528585804057077,Scale,0.6,3.0,10,1,,40.0
Uncoordinated,False,0.0255107879638671,False,False,False,False,0,11.907712037656928,4.803609611914601e-05,0.03200000002,0.5433009919361619,Scale,0.6,3.0,10,2,,40.0
Static priority,False,0.8692741394042969,False,False,False,False,0,11.312454415397868,4.808859156679016e-05,0.03800000002,0.5075975231029992,Scale,0.6,3.0,10,2,,40.0
Continuous only,False,349.00665283203125,True,False,False,False,0,10.456724300056024,5.355405612032821e-05,0.03200000002,0.4792599643882316,Scale,0.6,3.0,10,2,,40.0
CP-SAT,True,8.867979049682617,False,False,False,False,0,10.55843282611095,5.303817424638275e-05,0.03400000002,0.5272086626413486,Scale,0.6,3.0,10,2,,40.0
VeriXApp,True,381.901741027832,True,True,True,False,12,10.371557103908083,5.283681076137635e-05,0.03200000002,0.4855598689002187,Scale,0.6,3.0,10,2,,40.0
Uncoordinated,False,0.0262260437011718,False,False,False,False,0,13.1467041568287,4.13791923443743e-05,0.02800000002,0.6308854352222296,Scale,0.6,3.0,10,3,,40.0
Static priority,False,1.3065338134765625,False,False,False,False,0,10.799251715395492,5.037386055410392e-05,0.04400000002,0.5311749189961229,Scale,0.6,3.0,10,3,,40.0
Continuous only,True,197.19219207763672,False,False,False,False,0,8.799753316798231,5.772889099405285e-05,0.03000000002,0.5423136179345843,Scale,0.6,3.0,10,3,,40.0
CP-SAT,True,17.641544342041016,False,False,False,False,0,12.787309674636097,4.2229367532335714e-05,0.03000000002,0.6208994007044756,Scale,0.6,3.0,10,3,,40.0
VeriXApp,True,184.2129230499268,False,False,False,False,0,8.799753316798231,5.772889099405285e-05,0.03000000002,0.5423136179345843,Scale,0.6,3.0,10,3,,40.0
Uncoordinated,False,0.0274181365966796,False,False,False,False,0,11.7162513196932,4.677263956252774e-05,0.03600000002,0.4929334459597212,Scale,0.6,3.0,10,4,,40.0
Static priority,False,0.5235671997070312,False,False,False,False,0,10.195894813495636,5.17855479737905e-05,0.03400000002,0.5352564864948344,Scale,0.6,3.0,10,4,,40.0
Continuous only,False,155.96699714660645,True,False,False,False,0,9.611609864203263,5.57658922462341e-05,0.03400000002,0.4544179875053284,Scale,0.6,3.0,10,4,,40.0
CP-SAT,True,10.925769805908203,False,False,False,False,0,11.493896070940774,4.941753401059849e-05,0.03400000002,0.5209555312528517,Scale,0.6,3.0,10,4,,40.0
