Method,Feasible,Latency_ms,Stall,RepairAttempted,Repaired,RepairTimeout,CoreSize,Throughput,Energy,HOF,Fairness,Scenario,Load,Mobility,Cells,Seed,AblationConfig,Size
VeriXApp,True,81.20131492614746,False,False,False,False,0,11.957056785270035,4.41580239587426e-05,0.03600000002,0.3727406543591293,Scale,0.6,3.0,10,8,,16.0
Uncoordinated,False,0.0116825103759765,False,False,False,False,0,14.227016017418292,4.161097444996251e-05,0.03600000002,0.4526264929434879,Scale,0.6,3.0,10,9,,16.0
Static priority,True,0.4093647003173828,False,False,False,False,0,12.915676180301384,4.583577288062559e-05,0.04000000002,0.3954656865637184,Scale,0.6,3.0,10,9,,16.0
Continuous only,True,52.44135856628418,False,False,False,False,0,13.59615472376013,4.177651781259774e-05,0.04400000002,0.5141810447616522,Scale,0.6,3.0,10,9,,16.0
CP-SAT,True,5.733966827392578,False,False,False,False,0,12.915676180301384,4.583577288062559e-05,0.04000000002,0.3954656865637184,Scale,0.6,3.0,10,9,,16.0
VeriXApp,True,52.69646644592285,False,False,False,False,0,13.59615472376013,4.177651781259774e-05,0.04400000002,0.5141810447616522,Scale,0.6,3.0,10,9,,16.0
Uncoordinated,False,0.0123977661132812,False,False,False,False,0,14.713862255978972,3.6971937791448726e-05,0.03600000002,0.5490488952293594,Scale,0.6,3.0,10,10,,16.0
Static priority,False,0.2503395080566406,False,False,False,False,0,13.558162686816724,4.012343062743732e-05,0.04000000002,0.5090315426593344,Scale,0.6,3.0,10,10,,16.0
Continuous only,True,50.90498924255371,False,False,False,False,0,11.343918822208254,4.795520917647952e-05,0.03600000002,0.4573467589048488,Scale,0.6,3.0,10,10,,16.0
CP-SAT,True,5.860090255737305,False,False,False,False,0,13.358039324672283,4.132342977763635e-05,0.03600000002,0.4705380003614578,Scale,0.6,3.0,10,10,,16.0
VeriXApp,True,50.34375190734863,False,False,False,False,0,11.343918822208254,4.795520917647952e-05,0.03600000002,0.4573467589048488,Scale,0.6,3.0,10,10,,16.0
Uncoordinated,False,0.0119209289550781,False,False,False,False,0,11.01421976608496,5.156969917642177e-05,0.03600000002,0.6247330263453538,Scale,0.6,3.0,10,11,,16.0
Static priority,False,0.3287792205810547,False,False,False,False,0,8.979596105180011,6.50363327213694e-05,0.03600000002,0.5941556861843567,Scale,0.6,3.0,10,11,,16.0
Continuous only,True,37.19592094421387,False,False,False,False,0,8.725782936268876,6.142715260221592e-05,0.04000000002,0.5411980709162127,Scale,0.6,3.0,10,11,,16.0
CP-SAT,True,5.652189254760742,False,False,False,False,0,9.565385023852826,5.854442854140736e-05,0.04000000002,0.6219175607983336,Scale,0.6,3.0,10,11,,16.0
VeriXApp,True,37.23907470703125,False,False,False,False,0,8.725782936268876,6.142715260221592e-05,0.04000000002,0.5411980709162127,Scale,0.6,3.0,10,11,,16.0
Uncoordinated,False,0.0121593475341796,False,False,False,False,0,14.532941799142716,3.688172755440458e-05,0.04400000002,0.3960928447043677,Scale,0.6,3.0,10,12,,16.0
Static priority,False,0.1714229583740234,False,False,False,False,0,14.336897478730812,3.794405315425037e-05,0.03600000002,0.3835919992983434,Scale,0.6,3.0,10,12,,16.0
Continuous only,True,45.215606689453125,False,False,False,False,0,14.725538270251135,3.857244397968707e-05,0.03600000002,0.3935865021690367,Scale,0.6,3.0,10,12,,16.0
CP-SAT,True,5.136251449584961,False,False,False,False,0,13.870416477289677,3.9796930460148847e-05,0.04400000002,0.3733480747195972,Scale,0.6,3.0,10,12,,16.0
VeriXApp,True,44.66772079467773,False,False,False,False,0,14.725538270251135,3.857244397968707e-05,0.03600000002,0.3935865021690367,Scale,0.6,3.0,10,12,,16.0
Uncoordinated,False,0.0150203704833984,False,False,False,False,0,14.35253035359758,3.846011723372783e-05,0.03200000002,0.4519960262379582,Scale,0.6,3.0,10,13,,16.0
Static priority,False,0.286102294921875,False,False,False,False,0,14.179757048761974,3.8928734681543416e-05,0.03600000002,0.4362230847811372,Scale,0.6,3.0,10,13,,16.0
Continuous only,True,53.38597297668457,False,False,False,False,0,13.87520981261595,4.0936317913084776e-05,0.04000000002,0.430597693749064,Scale,0.6,3.0,10,13,,16.0
CP-SAT,True,6.229400634765625,False,False,False,False,0,14.818844742054027,3.617016098960124e-05,0.03200000002,0.4561564222487143,Scale,0.6,3.0,10,13,,16.0
VeriXApp,True,54.29911613464356,False,False,False,False,0,13.87520981261595,4.0936317913084776e-05,0.04000000002,0.430597693749064,Scale,0.6,3.0,10,13,,16.0
Uncoordinated,False,0.011444091796875,False,False,False,False,0,8.985727567219099,6.321135331012317e-05,0.03600000002,0.367863726027601,Scale,0.6,3.0,10,14,,16.0
Static priority,False,0.2541542053222656,False,False,False,False,0,10.405939843100295,5.2277834410190405e-05,0.04400000002,0.3947523438778471,Scale,0.6,3.0,10,14,,16.0
Continuous only,True,40.47060012817383,False,False,False,False,0,9.535033775931748,5.789177185647247e-05,0.04400000002,0.4665309610299123,Scale,0.6,3.0,10,14,,16.0
CP-SAT,True,5.937337875366211,False,False,False,False,0,11.227821061743407,4.845107496890674e-05,0.04000000002,0.4528469548403079,Scale,0.6,3.0,10,14,,16.0
VeriXApp,True,41.4433479309082,False,False,False,False,0,9.535033775931748,5.789177185647247e-05,0.04400000002,0.4665309610299123,Scale,0.6,3.0,10,14,,16.0
Uncoordinated,False,0.0123977661132812,False,False,False,False,0,12.078044713173306,4.305332629153503e-05,0.02800000002,0.4861756519508558,Scale,0.6,3.0,10,15,,16.0
Static priority,False,0.2393722534179687,False,False,False,False,0,12.350647656067824,4.210305519844751e-05,0.03600000002,0.4990001579403793,Scale,0.6,3.0,10,15,,16.0
Continuous only,True,121.42372131347656,False,False,False,False,0,10.835940036985978,5.241815643693701e-05,0.03600000002,0.4357365673691664,Scale,0.6,3.0,10,15,,16.0
CP-SAT,True,6.147146224975586,False,False,False,False,0,11.54781252161101,4.918680476817782e-05,0.02800000002,0.4765677607366297,Scale,0.6,3.0,10,15,,16.0
VeriXApp,True,119.7645664215088,False,False,False,False,0,10.835940036985978,5.241815643693701e-05,0.03600000002,0.4357365673691664,Scale,0.6,3.0,10,15,,16.0
Uncoordinated,False,0.0123977661132812,False,False,False,False,0,11.755805874123794,4.831655150500988e-05,0.04000000002,0.3943863751799863,Scale,0.6,3.0,10,16,,16.0
Static priority,False,0.2470016479492187,False,False,False,False,0,11.539894096286451,4.783406116158674e-05,0.04000000002,0.4129013449049575,Scale,0.6,3.0,10,16,,16.0
Continuous only,False,58.78472328186035,False,False,False,False,0,10.559208385655102,5.30342786643714e-05,0.03600000002,0.3970620477356853,Scale,0.6,3.0,10,16,,16.0
CP-SAT,True,7.046699523925781,False,False,False,False,0,11.236823208463004,5.1971984355877457e-05,0.03200000002,0.3903706706938366,Scale,0.6,3.0,10,16,,16.0
VeriXApp,True,61.77496910095215,False,True,True,False,2,10.494153727896776,5.336304522691936e-05,0.03600000002,0.3941363379342046,Scale,0.6,3.0,10,16,,16.0
Uncoordinated,False,0.0119209289550781,False,False,False,False,0,15.76690090678569,3.653222680889075e-05,0.03200000002,0.5480130906445331,Scale,0.6,3.0,10,17,,16.0
Static priority,False,0.3964900970458984,False,False,False,False,0,15.39763047278483,3.636923233024684e-05,0.03600000002,0.51159131371127,Scale,0.6,3.0,10,17,,16.0
Continuous only,True,56.49566650390625,False,False,False,False,0,13.569470780928878,3.773175890688287e-05,0.04400000002,0.4435857442759763,Scale,0.6,3.0,10,17,,16.0
CP-SAT,True,7.0514678955078125,False,False,False,False,0,13.385542154643488,4.064086412900987e-05,0.03600000002,0.4961820398584779,Scale,0.6,3.0,10,17,,16.0
VeriXApp,True,56.48374557495117,False,False,False,False,0,13.569470780928878,3.773175890688287e-05,0.04400000002,0.4435857442759763,Scale,0.6,3.0,10,17,,16.0
Uncoordinated,False,0.0123977661132812,False,False,False,False,0,16.24501858148848,3.397964719037102e-05,0.02800000002,0.5773193643736109,Scale,0.6,3.0,10,18,,16.0
Static priority,False,0.30517578125,False,False,False,False,0,16.527494973072702,3.291484891608244e-05,0.02800000002,0.6044635125350106,Scale,0.6,3.0,10,18,,16.0
Continuous only,True,42.86670684814453,False,False,False,False,0,13.591374314752478,4.179121160569289e-05,0.03600000002,0.5474170645287286,Scale,0.6,3.0,10,18,,16.0
CP-SAT,True,91.5060043334961,False,False,False,False,0,14.332864195126646,3.907104625957504e-05,0.03200000002,0.547151434597951,Scale,0.6,3.0,10,18,,16.0
VeriXApp,True,43.02859306335449,False,False,False,False,0,13.591374314752478,4.179121160569289e-05,0.03600000002,0.5474170645287286,Scale,0.6,3.0,10,18,,16.0
Uncoordinated,False,0.0121593475341796,False,False,False,False,0,11.874297388696412,4.918185732453791e-05,0.04000000002,0.577442712241067,Scale,0.6,3.0,10,19,,16.0
Static priority,False,0.3855228424072265,False,False,False,False,0,11.436663099657098,4.896533150624944e-05,0.04000000002,0.5921732712417364,Scale,0.6,3.0,10,19,,16.0
Continuous only,True,44.4645881652832,False,False,False,False,0,11.102105105060453,4.683796406890246e-05,0.03600000002,0.5364179034024769,Scale,0.6,3.0,10,19,,16.0
CP-SAT,True,5.45811653137207,False,False,False,False,0,11.025118148130431,5.22443380888099e-05,0.03600000002,0.5099262046241163,Scale,0.6,3.0,10,19,,16.0
VeriXApp,True,43.50781440734863,False,False,False,False,0,11.102105105060453,4.683796406890246e-05,0.03600000002,0.5364179034024769,Scale,0.6,3.0,10,19,,16.0
Uncoordinated,False,0.019073486328125,False,False,False,False,0,11.30130768262062,4.848996376257639e-05,0.04600000002,0.3819313470732146,Scale,0.6,3.0,10,0,,24.0
Static priority,False,0.5397796630859375,False,False,False,False,0,12.280364791767502,4.560125122467145e-05,0.03400000002,0.4332088467356876,Scale,0.6,3.0,10,0,,24.0
Continuous only,False,82.01932907104492,True,False,False,False,0,10.71861386874663,5.000646600050317e-05,0.04200000002,0.4367712020526171,Scale,0.6,3.0,10,0,,24.0
CP-SAT,True,6.283998489379883,False,False,False,False,0,10.988372012748348,5.023492100190891e-05,0.03600000002,0.4537846021744406,Scale,0.6,3.0,10,0,,24.0
VeriXApp,True,85.31737327575684,True,True,True,False,4,10.857510202875408,5.084038510540042e-05,0.03800000002,0.4472542907588194,Scale,0.6,3.0,10,0,,24.0
Uncoordinated,False,0.0188350677490234,False,False,False,False,0,6.867977457625466,7.920818077176428e-05,0.04200000002,0.3813404290248539,Scale,0.6,3.0,10,1,,24.0
Static priority,False,0.2546310424804687,False,False,False,False,0,6.097234186598975,9.053285196314632e-05,0.03600000002,0.3144235763478473,Scale,0.6,3.0,10,1,,24.0
Continuous only,True,125.30827522277832,False,False,False,False,0,4.762895820114223,0.0001083374525684,0.04600000002,0.3594780354694039,Scale,0.6,3.0,10,1,,24.0
CP-SAT,True,6.935834884643555,False,False,False,False,0,5.559668049609509,9.281129653707327e-05,0.04200000002,0.47670306891962,Scale,0.6,3.0,10,1,,24.0
VeriXApp,True,126.56831741333008,False,False,False,False,0,4.762895820114223,0.0001083374525684,0.04600000002,0.3594780354694039,Scale,0.6,3.0,10,1,,24.0
Uncoordinated,False,0.019073486328125,False,False,False,False,0,11.005243033541682,5.306561592688958e-05,0.04200000002,0.4926781677488332,Scale,0.6,3.0,10,2,,24.0
Static priority,False,0.5981922149658203,False,False,False,False,0,11.10480493822772,5.25898476604132e-05,0.03800000002,0.51025832350648,Scale,0.6,3.0,10,2,,24.0
Continuous only,True,159.6226692199707,False,False,False,False,0,9.772449438323724,6.057846640560837e-05,0.04200000002,0.4759133933401597,Scale,0.6,3.0,10,2,,24.0
CP-SAT,True,7.272958755493164,False,False,False,False,0,9.999707344798209,5.760168574329648e-05,0.04400000002,0.4668337614821344,Scale,0.6,3.0,10,2,,24.0
VeriXApp,True,155.7159423828125,False,False,False,False,0,9.772449438323724,6.057846640560837e-05,0.04200000002,0.4759133933401597,Scale,0.6,3.0,10,2,,24.0
Uncoordinated,False,0.0162124633789062,False,False,False,False,0,12.252982787726769,4.570315732108311e-05,0.03400000002,0.5910176146127338,Scale,0.6,3.0,10,3,,24.0
Static priority,False,0.4382133483886719,False,False,False,False,0,12.972010204468807,4.409493910226405e-05,0.03800000002,0.5234344821455285,Scale,0.6,3.0,10,3,,24.0
Continuous only,True,127.78830528259276,False,False,False,False,0,9.585187913989792,5.758885532064989e-05,0.04400000002,0.4451389607321553,Scale,0.6,3.0,10,3,,24.0
CP-SAT,True,7.020711898803711,False,False,False,False,0,11.088716254450084,5.014106116899402e-05,0.03600000002,0.540339318789628,Scale,0.6,3.0,10,3,,24.0
VeriXApp,True,124.23133850097656,False,False,False,False,0,9.585187913989792,5.758885532064989e-05,0.04400000002,0.4451389607321553,Scale,0.6,3.0,10,3,,24.0
Uncoordinated,False,0.028848648071289,False,False,False,False,0,12.328431520753556,4.3801192316392354e-05,0.04200000002,0.4898327894318763,Scale,0.6,3.0,10,4,,24.0
Static priority,False,0.52642822265625,False,False,False,False,0,12.38975986000968,4.423007436720181e-05,0.03800000002,0.522173741759932,Scale,0.6,3.0,10,4,,24.0
Continuous only,False,66.82658195495605,True,False,False,False,0,8.229803563268616,6.318498321404315e-05,0.04000000002,0.335681407614823,Scale,0.6,3.0,10,4,,24.0
CP-SAT,True,6.060361862182617,False,False,False,False,0,11.321129076502505,4.699177938922975e-05,0.04000000002,0.4406242064534456,Scale,0.6,3.0,10,4,,24.0
VeriXApp,True,70.39284706115723,True,True,True,False,2,7.973857661688847,6.521310287470883e-05,0.04400000002,0.3185991444307696,Scale,0.6,3.0,10,4,,24.0
Uncoordinated,False,0.0159740447998046,False,False,False,False,0,8.77765313698631,6.334267159147453e-05,0.04200000002,0.4479490015263955,Scale,0.6,3.0,10,5,,24.0
Static priority,False,0.6096363067626953,False,False,False,False,0,9.596075950470386,5.75235130327352e-05,0.03600000002,0.5087191233780686,Scale,0.6,3.0,10,5,,24.0
Continuous only,True,171.54645919799805,False,False,False,False,0,9.339028254598846,5.8678481857054735e-05,0.04200000002,0.4746299963232431,Scale,0.6,3.0,10,5,,24.0
CP-SAT,True,7.448673248291016,False,False,False,False,0,8.84197961310865,6.288184595853443e-05,0.04000000002,0.4625456824255159,Scale,0.6,3.0,10,5,,24.0
VeriXApp,True,173.98500442504883,False,False,False,False,0,9.339028254598846,5.8678481857054735e-05,0.04200000002,0.4746299963232431,Scale,0.6,3.0,10,5,,24.0
Uncoordinated,False,0.0166893005371093,False,False,False,False,0,12.594998945371582,4.350933274205468e-05,0.03600000002,0.469662296595341,Scale,0.6,3.0,10,6,,24.0
Static priority,False,0.4677772521972656,False,False,False,False,0,15.338099951050044,3.4424081319397926e-05,0.03200000002,0.5372618963334214,Scale,0.6,3.0,10,6,,24.0
Continuous only,False,84.08737182617188,True,False,False,False,0,13.61855279675146,3.788948853090216e-05,0.03400000002,0.5284445117340067,Scale,0.6,3.0,10,6,,24.0
CP-SAT,True,7.838249206542969,False,False,False,False,0,13.051382543302498,4.352029358694089e-05,0.03400000002,0.5064953225795158,Scale,0.6,3.0,10,6,,24.0
VeriXApp,True,87.95976638793945,True,True,True,False,6,12.743403274642192,4.049153816129924e-05,0.03400000002,0.5162810098539069,Scale,0.6,3.0,10,6,,24.0
Uncoordinated,False,0.0164508819580078,False,False,False,False,0,12.981676270327725,4.313772646449323e-05,0.04400000002,0.4395282392453354,Scale,0.6,3.0,10,7,,24.0
Static priority,False,0.4439353942871094,False,False,False,False,0,12.842133304905069,4.360646215890839e-05,0.04000000002,0.3727511560032996,Scale,0.6,3.0,10,7,,24.0
Continuous only,True,97.80287742614746,False,False,False,False,0,14.978213350661676,3.5785309465919826e-05,0.03600000002,0.501696538333931,Scale,0.6,3.0,10,7,,24.0
CP-SAT,True,9.00411605834961,False,False,False,False,0,13.179316001620464,4.158030659046498e-05,0.04200000002,0.4410901080836493,Scale,0.6,3.0,10,7,,24.0
VeriXApp,True,96.48585319519044,False,False,False,False,0,14.978213350661676,3.5785309465919826e-05,0.03600000002,0.501696538333931,Scale,0.6,3.0,10,7,,24.0
Uncoordinated,False,0.0162124633789062,False,False,False,False,0,12.435568700230611,4.406714427059839e-05,0.04000000002,0.3671159292607669,Scale,0.6,3.0,10,8,,24.0
Static priority,False,0.303506851196289,False,False,False,False,0,11.567604688665403,4.702788646754519e-05,0.04000000002,0.3229330174932532,Scale,0.6,3.0,10,8,,24.0
Continuous only,False,73.32491874694824,True,False,False,False,0,11.81795784115441,4.50162377587254e-05,0.03800000002,0.3371463046469063,Scale,0.6,3.0,10,8,,24.0
CP-SAT,True,8.896350860595703,False,False,False,False,0,12.23068098154492,4.6767633042109456e-05,0.03800000002,0.3488097069704506,Scale,0.6,3.0,10,8,,24.0
VeriXApp,True,75.99282264709473,True,True,True,False,2,11.81795784115441,4.50162377587254e-05,0.03800000002,0.3371463046469063,Scale,0.6,3.0,10,8,,24.0
Uncoordinated,False,0.0169277191162109,False,False,False,False,0,13.5690103886987,4.244966902521767e-05,0.03200000002,0.4461276557797131,Scale,0.6,3.0,10,9,,24.0
Static priority,False,0.5254745483398438,False,False,False,False,0,13.29815694971236,4.060713090107425e-05,0.03200000002,0.47101600000709,Scale,0.6,3.0,10,9,,24.0
Continuous only,True,146.51250839233398,False,False,False,False,0,13.42777482072849,3.991726158325022e-05,0.03600000002,0.5268647177084524,Scale,0.6,3.0,10,9,,24.0
CP-SAT,True,6.895542144775391,False,False,False,False,0,14.132062957259894,3.906011469588223e-05,0.04000000002,0.4657089482168973,Scale,0.6,3.0,10,9,,24.0
VeriXApp,True,147.57728576660156,False,False,False,False,0,13.42777482072849,3.991726158325022e-05,0.03600000002,0.5268647177084524,Scale,0.6,3.0,10,9,,24.0
Uncoordinated,False,0.0164508819580078,False,False,False,False,0,14.536603119318652,3.632210329098865e-05,0.04000000002,0.5598052839757163,Scale,0.6,3.0,10,10,,24.0
Static priority,False,0.3473758697509765,False,False,False,False,0,14.965619896194646,3.501358471179928e-05,0.03400000002,0.5055965848680466,Scale,0.6,3.0,10,10,,24.0
Continuous only,True,58.17890167236328,False,False,False,False,0,12.717306917165526,4.2147288218429295e-05,0.03600000002,0.5226785057295463,Scale,0.6,3.0,10,10,,24.0
CP-SAT,True,8.114337921142578,False,False,False,False,0,13.849003820902317,3.7547827029635406e-05,0.03600000002,0.533509989367729,Scale,0.6,3.0,10,10,,24.0
VeriXApp,True,57.15370178222656,False,False,False,False,0,12.717306917165526,4.2147288218429295e-05,0.03600000002,0.5226785057295463,Scale,0.6,3.0,10,10,,24.0
Uncoordinated,False,0.0157356262207031,False,False,False,False,0,10.176151620284804,5.424447478746892e-05,0.04400000002,0.579080160120482,Scale,0.6,3.0,10,11,,24.0
Static priority,False,0.3757476806640625,False,False,False,False,0,8.97839113417953,6.148094817328797e-05,0.04200000002,0.5215105390610644,Scale,0.6,3.0,10,11,,24.0
Continuous only,True,122.1466064453125,False,False,False,False,0,8.310785040896857,6.30506020094887e-05,0.03800000002,0.636217632925078,Scale,0.6,3.0,10,11,,24.0
CP-SAT,True,9.186267852783203,False,False,False,False,0,10.152867059374566,5.5550811086335975e-05,0.04200000002,0.6547720941039304,Scale,0.6,3.0,10,11,,24.0
VeriXApp,True,122.99013137817384,False,False,False,False,0,8.310785040896857,6.30506020094887e-05,0.03800000002,0.636217632925078,Scale,0.6,3.0,10,11,,24.0
Uncoordinated,False,0.0166893005371093,False,False,False,False,0,13.389096182656328,3.9435074092898745e-05,0.04800000002,0.3730006508416947,Scale,0.6,3.0,10,12,,24.0
Static priority,False,0.4498958587646484,False,False,False,False,0,13.906277401914044,3.82561043925944e-05,0.04000000002,0.3819660419002021,Scale,0.6,3.0,10,12,,24.0
Continuous only,False,78.07540893554688,True,False,False,False,0,12.125032686688,4.38761703780048e-05,0.04200000002,0.3240979600155392,Scale,0.6,3.0,10,12,,24.0
CP-SAT,True,8.15129280090332,False,False,False,False,0,12.181866997580832,4.36714667879438e-05,0.04400000002,0.3345926756761441,Scale,0.6,3.0,10,12,,24.0
VeriXApp,True,80.91998100280762,True,True,True,False,2,12.194019978940789,4.329991265488018e-05,0.04200000002,0.3262062376145993,Scale,0.6,3.0,10,12,,24.0
Uncoordinated,False,0.019073486328125,False,False,False,False,0,12.974384514257588,4.100387185344967e-05,0.03800000002,0.4177042201962331,Scale,0.6,3.0,10,13,,24.0
Static priority,False,0.4343986511230469,False,False,False,False,0,13.15463126686732,3.983387974696054e-05,0.03200000002,0.4321314164475615,Scale,0.6,3.0,10,13,,24.0
Continuous only,True,110.85152626037598,False,False,False,False,0,13.89388914415383,4.174497104319047e-05,0.04000000002,0.4682333187222394,Scale,0.6,3.0,10,13,,24.0
CP-SAT,True,7.889270782470703,False,False,False,False,0,14.873618101237252,3.8188421682868895e-05,0.03600000002,0.4946374694629408,Scale,0.6,3.0,10,13,,24.0
VeriXApp,True,111.05561256408691,False,False,False,False,0,13.89388914415383,4.174497104319047e-05,0.04000000002,0.4682333187222394,Scale,0.6,3.0,10,13,,24.0
Uncoordinated,False,0.0195503234863281,False,False,False,False,0,8.13075072818094,6.592257196401803e-05,0.03600000002,0.332011788154136,Scale,0.6,3.0,10,14,,24.0
Static priority,False,0.5712509155273438,False,False,False,False,0,8.743686286571583,6.496115955947843e-05,0.04000000002,0.4191610052187932,Scale,0.6,3.0,10,14,,24.0
Continuous only,True,137.07900047302246,False,False,False,False,0,7.082244518577823,7.342305093194108e-05,0.04200000002,0.3998130772041374,Scale,0.6,3.0,10,14,,24.0
CP-SAT,True,8.498668670654297,False,False,False,False,0,9.627201380928556,5.5675577853997486e-05,0.03600000002,0.4737314454947982,Scale,0.6,3.0,10,14,,24.0
VeriXApp,True,125.0901222229004,False,False,False,False,0,7.082244518577823,7.342305093194108e-05,0.04200000002,0.3998130772041374,Scale,0.6,3.0,10,14,,24.0
Uncoordinated,False,0.0159740447998046,False,False,False,False,0,11.149695526600237,4.699679903813284e-05,0.03200000002,0.4760018929911193,Scale,0.6,3.0,10,15,,24.0
Static priority,False,0.295877456665039,False,False,False,False,0,11.70218554918024,4.580340977737683e-05,0.03200000002,0.5141209170949553,Scale,0.6,3.0,10,15,,24.0
Continuous only,True,72.22342491149902,False,False,False,False,0,10.070400268252923,5.004766310916826e-05,0.04200000002,0.4178511406463823,Scale,0.6,3.0,10,15,,24.0
CP-SAT,True,6.605148315429688,False,False,False,False,0,10.481802282559029,4.92281752784621e-05,0.03400000002,0.4566608384280264,Scale,0.6,3.0,10,15,,24.0
VeriXApp,True,73.39191436767578,False,False,False,False,0,10.070400268252923,5.004766310916826e-05,0.04200000002,0.4178511406463823,Scale,0.6,3.0,10,15,,24.0
Uncoordinated,False,0.0164508819580078,False,False,False,False,0,11.161239317991631,4.874010712440203e-05,0.04400000002,0.3481605354933673,Scale,0.6,3.0,10,16,,24.0
Static priority,False,0.4384517669677734,False,False,False,False,0,9.220545341263811,6.030012102557396e-05,0.04200000002,0.2991509910110564,Scale,0.6,3.0,10,16,,24.0
Continuous only,True,169.92568969726562,False,False,False,False,0,10.095596476673492,5.507351658563937e-05,0.03200000002,0.3572984888833574,Scale,0.6,3.0,10,16,,24.0
CP-SAT,True,7.524013519287109,False,False,False,False,0,9.197451253609154,6.132133614501973e-05,0.03800000002,0.2899474853025162,Scale,0.6,3.0,10,16,,24.0
VeriXApp,True,169.95477676391602,False,False,False,False,0,10.095596476673492,5.507351658563937e-05,0.03200000002,0.3572984888833574,Scale,0.6,3.0,10,16,,24.0
Uncoordinated,False,0.0164508819580078,False,False,False,False,0,14.744204245928186,3.689585351140486e-05,0.03800000002,0.4965919399880329,Scale,0.6,3.0,10,17,,24.0
Static priority,False,0.246286392211914,False,False,False,False,0,11.778185357916408,4.482863734566024e-05,0.04000000002,0.4127369855918276,Scale,0.6,3.0,10,17,,24.0
Continuous only,True,53.38644981384277,False,False,False,False,0,12.845256934622675,4.297306023612168e-05,0.03400000002,0.4440168056170555,Scale,0.6,3.0,10,17,,24.0
CP-SAT,True,9.29856300354004,False,False,False,False,0,14.013077470809533,4.053356596245141e-05,0.03400000002,0.4618621558296567,Scale,0.6,3.0,10,17,,24.0
VeriXApp,True,53.36713790893555,False,False,False,False,0,12.845256934622675,4.297306023612168e-05,0.03400000002,0.4440168056170555,Scale,0.6,3.0,10,17,,24.0
Uncoordinated,False,0.017404556274414,False,False,False,False,0,13.753658857820408,3.897144792821638e-05,0.03400000002,0.5319174008758122,Scale,0.6,3.0,10,18,,24.0
Static priority,False,0.6306171417236328,False,False,False,False,0,13.755277697742043,3.7803671538042375e-05,0.03600000002,0.5039424517094091,Scale,0.6,3.0,10,18,,24.0
Continuous only,True,94.4671630859375,False,False,False,False,0,11.237647159985986,4.876465617743095e-05,0.03400000002,0.5427976208841726,Scale,0.6,3.0,10,18,,24.0
CP-SAT,True,8.656740188598633,False,False,False,False,0,13.375178911277503,3.8877984619820925e-05,0.03800000002,0.5100226585212879,Scale,0.6,3.0,10,18,,24.0
VeriXApp,True,94.27595138549805,False,False,False,False,0,11.237647159985986,4.876465617743095e-05,0.03400000002,0.5427976208841726,Scale,0.6,3.0,10,18,,24.0
Uncoordinated,False,0.0157356262207031,False,False,False,False,0,11.114130509521518,5.182591652190323e-05,0.04200000002,0.5408463479337403,Scale,0.6,3.0,10,19,,24.0
Static priority,False,0.4966259002685547,False,False,False,False,0,12.259203571523722,4.404853845924693e-05,0.04600000002,0.5785368934158177,Scale,0.6,3.0,10,19,,24.0
Continuous only,True,85.50834655761719,False,False,False,False,0,11.540181145966471,4.402010623356258e-05,0.03400000002,0.6252566678599829,Scale,0.6,3.0,10,19,,24.0
CP-SAT,True,5.95545768737793,False,False,False,False,0,12.889727773264577,4.220414965848587e-05,0.03800000002,0.6408532577826322,Scale,0.6,3.0,10,19,,24.0
VeriXApp,True,86.66610717773438,False,False,False,False,0,11.540181145966471,4.402010623356258e-05,0.03400000002,0.6252566678599829,Scale,0.6,3.0,10,19,,24.0
Uncoordinated,False,0.0207424163818359,False,False,False,False,0,11.609549236955733,4.754706567270187e-05,0.04200000002,0.3957867176783444,Scale,0.6,3.0,10,0,,32.0
Static priority,False,0.8392333984375,False,False,False,False,0,11.670907827812307,4.69543593424747e-05,0.03800000002,0.4129156004558645,Scale,0.6,3.0,10,0,,32.0
Continuous only,True,158.28633308410645,False,False,False,False,0,10.909775886371758,4.949689211073122e-05,0.03600000002,0.4445004182306701,Scale,0.6,3.0,10,0,,32.0
CP-SAT,True,10.588407516479492,False,False,False,False,0,11.819006447987036,4.771974721242818e-05,0.0380000000199999,0.4552417149981164,Scale,0.6,3.0,10,0,,32.0
VeriXApp,True,167.8483486175537,False,False,False,False,0,10.909775886371758,4.949689211073122e-05,0.03600000002,0.4445004182306701,Scale,0.6,3.0,10,0,,32.0
Uncoordinated,False,0.05340576171875,False,False,False,False,0,6.951486612051293,7.82566421198174e-05,0.04200000002,0.3880850685561402,Scale,0.6,3.0,10,1,,32.0
Static priority,False,0.6835460662841797,False,False,False,False,0,5.977920094428854,8.832503473776299e-05,0.03800000002,0.3660673000382602,Scale,0.6,3.0,10,1,,32.0
Continuous only,True,254.9068927764893,False,False,False,False,0,4.694802719760576,0.0001141688015438,0.04200000002,0.3547380928913817,Scale,0.6,3.0,10,1,,32.0
CP-SAT,True,6.696939468383789,False,False,False,False,0,5.917613804693619,9.598463481166762e-05,0.03400000002,0.3778872652206685,Scale,0.6,3.0,10,1,,32.0
VeriXApp,True,246.7331886291504,False,False,False,False,0,4.694802719760576,0.0001141688015438,0.04200000002,0.3547380928913817,Scale,0.6,3.0,10,1,,32.0
Uncoordinated,False,0.0205039978027343,False,False,False,False,0,11.245629502037469,5.228697956779271e-05,0.03800000002,0.5096003271987579,Scale,0.6,3.0,10,2,,32.0
